kernel_name,Metric Name,AI generated Metric Value,Reference Metric Value,Difference,Metric Unit
_layer_norm_bwd_dwdb,Block Limit Shared Mem,N/A,10,N/A,block
_layer_norm_bwd_dwdb,Block Limit Warps,N/A,16,N/A,block
_layer_norm_bwd_dwdb,Theoretical Active Warps per SM,N/A,20,N/A,warp
_layer_norm_bwd_dwdb,Theoretical Occupancy,N/A,31.25,N/A,%
_layer_norm_bwd_dwdb,Achieved Occupancy,N/A,6.25,N/A,%
_layer_norm_bwd_dwdb,Achieved Active Warps Per SM,N/A,4.00,N/A,warp
_layer_norm_bwd_dwdb,Average DRAM Active Cycles,N/A,1372.17,N/A,cycle
_layer_norm_bwd_dwdb,Total DRAM Elapsed Cycles,N/A,2850304,N/A,cycle
_layer_norm_bwd_dwdb,Average L1 Active Cycles,N/A,2824.33,N/A,cycle
_layer_norm_bwd_dwdb,Total L1 Elapsed Cycles,N/A,6637426,N/A,cycle
_layer_norm_bwd_dwdb,Average L2 Active Cycles,N/A,23140.03,N/A,cycle
_layer_norm_bwd_dwdb,Total L2 Elapsed Cycles,N/A,4823616,N/A,cycle
_layer_norm_bwd_dwdb,Average SM Active Cycles,N/A,2824.33,N/A,cycle
_layer_norm_bwd_dwdb,Total SM Elapsed Cycles,N/A,6637426,N/A,cycle
_layer_norm_bwd_dwdb,Average SMSP Active Cycles,N/A,2829.03,N/A,cycle
_layer_norm_bwd_dwdb,Total SMSP Elapsed Cycles,N/A,26549704,N/A,cycle
_layer_norm_bwd_dwdb,Achieved of Possible Occupancy,N/A,0.2,N/A,%
_layer_norm_bwd_dwdb,Cosine Similarity,N/A,0.9999998807907104,N/A,
_layer_norm_bwd_dwdb,compiles,True,True,N/A,
_layer_norm_bwd_dx_fused,DRAM Frequency,N/A,1589347079.04,N/A,hz
_layer_norm_bwd_dx_fused,SM Frequency,N/A,1340078661.94,N/A,hz
_layer_norm_bwd_dx_fused,Elapsed Cycles,N/A,25050,N/A,cycle
_layer_norm_bwd_dx_fused,Memory Throughput,N/A,38.19,N/A,%
_layer_norm_bwd_dx_fused,DRAM Throughput,N/A,18.50,N/A,%
_layer_norm_bwd_dx_fused,Duration,N/A,18624,N/A,ns
_layer_norm_bwd_dx_fused,L1/TEX Cache Throughput,N/A,19.42,N/A,%
_layer_norm_bwd_dx_fused,L2 Cache Throughput,N/A,63.14,N/A,%
_layer_norm_bwd_dx_fused,SM Active Cycles,N/A,19716.20,N/A,cycle
_layer_norm_bwd_dx_fused,Compute (SM) Throughput,N/A,10.70,N/A,%
_layer_norm_bwd_dx_fused,Block Size,N/A,128,N/A,
_layer_norm_bwd_dx_fused,Cluster Size,N/A,0,N/A,
_layer_norm_bwd_dx_fused,Grid Size,N/A,1024,N/A,
_layer_norm_bwd_dx_fused,Registers Per Thread,N/A,40,N/A,register/thread
_layer_norm_bwd_dx_fused,Shared Memory Configuration Size,N/A,32768,N/A,byte
_layer_norm_bwd_dx_fused,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
_layer_norm_bwd_dx_fused,Dynamic Shared Memory Per Block,N/A,16,N/A,byte/block
_layer_norm_bwd_dx_fused,Static Shared Memory Per Block,N/A,0,N/A,byte/block
_layer_norm_bwd_dx_fused,# SMs,N/A,132,N/A,SM
_layer_norm_bwd_dx_fused,Threads,N/A,131072,N/A,thread
_layer_norm_bwd_dx_fused,Uses Green Context,N/A,0,N/A,
_layer_norm_bwd_dx_fused,Waves Per SM,N/A,0.65,N/A,
_layer_norm_bwd_dx_fused,Max Active Clusters,N/A,0,N/A,cluster
_layer_norm_bwd_dx_fused,Max Cluster Size,N/A,8,N/A,block
_layer_norm_bwd_dx_fused,Overall GPU Occupancy,N/A,0,N/A,%
_layer_norm_bwd_dx_fused,Cluster Occupancy,N/A,0,N/A,%
_layer_norm_bwd_dx_fused,Block Limit Barriers,N/A,32,N/A,block
_layer_norm_bwd_dx_fused,Block Limit SM,N/A,32,N/A,block
_layer_norm_bwd_dx_fused,Block Limit Registers,N/A,12,N/A,block
_layer_norm_bwd_dx_fused,Block Limit Shared Mem,N/A,28,N/A,block
_layer_norm_bwd_dx_fused,Block Limit Warps,N/A,16,N/A,block
_layer_norm_bwd_dx_fused,Theoretical Active Warps per SM,N/A,48,N/A,warp
_layer_norm_bwd_dx_fused,Theoretical Occupancy,N/A,75,N/A,%
_layer_norm_bwd_dx_fused,Achieved Occupancy,N/A,34.38,N/A,%
_layer_norm_bwd_dx_fused,Achieved Active Warps Per SM,N/A,22.00,N/A,warp
_layer_norm_bwd_dx_fused,Average DRAM Active Cycles,N/A,5475.67,N/A,cycle
_layer_norm_bwd_dx_fused,Total DRAM Elapsed Cycles,N/A,1420800,N/A,cycle
_layer_norm_bwd_dx_fused,Average L1 Active Cycles,N/A,19716.20,N/A,cycle
_layer_norm_bwd_dx_fused,Total L1 Elapsed Cycles,N/A,3294190,N/A,cycle
_layer_norm_bwd_dx_fused,Average L2 Active Cycles,N/A,20975.76,N/A,cycle
_layer_norm_bwd_dx_fused,Total L2 Elapsed Cycles,N/A,2391360,N/A,cycle
_layer_norm_bwd_dx_fused,Average SM Active Cycles,N/A,19716.20,N/A,cycle
_layer_norm_bwd_dx_fused,Total SM Elapsed Cycles,N/A,3294190,N/A,cycle
_layer_norm_bwd_dx_fused,Average SMSP Active Cycles,N/A,18885.44,N/A,cycle
_layer_norm_bwd_dx_fused,Total SMSP Elapsed Cycles,N/A,13176760,N/A,cycle
_layer_norm_bwd_dx_fused,Achieved of Possible Occupancy,N/A,0.45840000000000003,N/A,%
_layer_norm_bwd_dx_fused,Cosine Similarity,N/A,1.0,N/A,
_layer_norm_bwd_dx_fused,compiles,True,True,N/A,
_layer_norm_fwd_fused,DRAM Frequency,N/A,1588624338.62,N/A,hz
_layer_norm_fwd_fused,SM Frequency,N/A,1326543898.81,N/A,hz
_layer_norm_fwd_fused,Elapsed Cycles,N/A,10768,N/A,cycle
_layer_norm_fwd_fused,Memory Throughput,N/A,24.13,N/A,%
_layer_norm_fwd_fused,DRAM Throughput,N/A,21.41,N/A,%
_layer_norm_fwd_fused,Duration,N/A,8064,N/A,ns
_layer_norm_fwd_fused,L1/TEX Cache Throughput,N/A,38.39,N/A,%
_layer_norm_fwd_fused,L2 Cache Throughput,N/A,33.79,N/A,%
_layer_norm_fwd_fused,SM Active Cycles,N/A,6723.28,N/A,cycle
_layer_norm_fwd_fused,Compute (SM) Throughput,N/A,24.32,N/A,%
_layer_norm_fwd_fused,Block Size,N/A,128,N/A,
_layer_norm_fwd_fused,Cluster Size,N/A,0,N/A,
_layer_norm_fwd_fused,Grid Size,N/A,1024,N/A,
_layer_norm_fwd_fused,Registers Per Thread,N/A,32,N/A,register/thread
_layer_norm_fwd_fused,Shared Memory Configuration Size,N/A,32768,N/A,byte
_layer_norm_fwd_fused,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
_layer_norm_fwd_fused,Dynamic Shared Memory Per Block,N/A,16,N/A,byte/block
_layer_norm_fwd_fused,Static Shared Memory Per Block,N/A,0,N/A,byte/block
_layer_norm_fwd_fused,# SMs,N/A,132,N/A,SM
_layer_norm_fwd_fused,Threads,N/A,131072,N/A,thread
_layer_norm_fwd_fused,Uses Green Context,N/A,0,N/A,
_layer_norm_fwd_fused,Waves Per SM,N/A,0.48,N/A,
_layer_norm_fwd_fused,Max Active Clusters,N/A,0,N/A,cluster
_layer_norm_fwd_fused,Max Cluster Size,N/A,8,N/A,block
_layer_norm_fwd_fused,Overall GPU Occupancy,N/A,0,N/A,%
_layer_norm_fwd_fused,Cluster Occupancy,N/A,0,N/A,%
_layer_norm_fwd_fused,Block Limit Barriers,N/A,32,N/A,block
_layer_norm_fwd_fused,Block Limit SM,N/A,32,N/A,block
_layer_norm_fwd_fused,Block Limit Registers,N/A,16,N/A,block
_layer_norm_fwd_fused,Block Limit Shared Mem,N/A,28,N/A,block
_layer_norm_fwd_fused,Block Limit Warps,N/A,16,N/A,block
_layer_norm_fwd_fused,Theoretical Active Warps per SM,N/A,64,N/A,warp
_layer_norm_fwd_fused,Theoretical Occupancy,N/A,100,N/A,%
_layer_norm_fwd_fused,Achieved Occupancy,N/A,42.66,N/A,%
_layer_norm_fwd_fused,Achieved Active Warps Per SM,N/A,27.30,N/A,warp
_layer_norm_fwd_fused,Average DRAM Active Cycles,N/A,2743.33,N/A,cycle
_layer_norm_fwd_fused,Total DRAM Elapsed Cycles,N/A,614912,N/A,cycle
_layer_norm_fwd_fused,Average L1 Active Cycles,N/A,6723.28,N/A,cycle
_layer_norm_fwd_fused,Total L1 Elapsed Cycles,N/A,1411948,N/A,cycle
_layer_norm_fwd_fused,Average L2 Active Cycles,N/A,6763.29,N/A,cycle
_layer_norm_fwd_fused,Total L2 Elapsed Cycles,N/A,1037376,N/A,cycle
_layer_norm_fwd_fused,Average SM Active Cycles,N/A,6723.28,N/A,cycle
_layer_norm_fwd_fused,Total SM Elapsed Cycles,N/A,1411948,N/A,cycle
_layer_norm_fwd_fused,Average SMSP Active Cycles,N/A,6549.04,N/A,cycle
_layer_norm_fwd_fused,Total SMSP Elapsed Cycles,N/A,5647792,N/A,cycle
_layer_norm_fwd_fused,Achieved of Possible Occupancy,N/A,0.4266,N/A,%
_layer_norm_fwd_fused,Cosine Similarity,N/A,N/A,N/A,
_layer_norm_fwd_fused,compiles,True,True,N/A,
add_kernel,DRAM Frequency,N/A,1570666666.67,N/A,hz
add_kernel,SM Frequency,N/A,1331312500,N/A,hz
add_kernel,Elapsed Cycles,N/A,5335,N/A,cycle
add_kernel,Memory Throughput,N/A,12.97,N/A,%
add_kernel,DRAM Throughput,N/A,8.19,N/A,%
add_kernel,Duration,N/A,4000,N/A,ns
add_kernel,L1/TEX Cache Throughput,N/A,8.64,N/A,%
add_kernel,L2 Cache Throughput,N/A,20.03,N/A,%
add_kernel,SM Active Cycles,N/A,1372.27,N/A,cycle
add_kernel,Compute (SM) Throughput,N/A,0.78,N/A,%
add_kernel,Block Size,N/A,128,N/A,
add_kernel,Cluster Size,N/A,0,N/A,
add_kernel,Grid Size,N/A,97,N/A,
add_kernel,Registers Per Thread,N/A,26,N/A,register/thread
add_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
add_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
add_kernel,Dynamic Shared Memory Per Block,N/A,0,N/A,byte/block
add_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
add_kernel,# SMs,N/A,132,N/A,SM
add_kernel,Threads,N/A,12416,N/A,thread
add_kernel,Uses Green Context,N/A,0,N/A,
add_kernel,Waves Per SM,N/A,0.05,N/A,
add_kernel,Max Active Clusters,N/A,0,N/A,cluster
add_kernel,Max Cluster Size,N/A,8,N/A,block
add_kernel,Overall GPU Occupancy,N/A,0,N/A,%
add_kernel,Cluster Occupancy,N/A,0,N/A,%
add_kernel,Block Limit Barriers,N/A,32,N/A,block
add_kernel,Block Limit SM,N/A,32,N/A,block
add_kernel,Block Limit Registers,N/A,16,N/A,block
add_kernel,Block Limit Shared Mem,N/A,32,N/A,block
add_kernel,Block Limit Warps,N/A,16,N/A,block
add_kernel,Theoretical Active Warps per SM,N/A,64,N/A,warp
add_kernel,Theoretical Occupancy,N/A,100,N/A,%
add_kernel,Achieved Occupancy,N/A,6.02,N/A,%
add_kernel,Achieved Active Warps Per SM,N/A,3.85,N/A,warp
add_kernel,Average DRAM Active Cycles,N/A,514.67,N/A,cycle
add_kernel,Total DRAM Elapsed Cycles,N/A,301568,N/A,cycle
add_kernel,Average L1 Active Cycles,N/A,1372.27,N/A,cycle
add_kernel,Total L1 Elapsed Cycles,N/A,702920,N/A,cycle
add_kernel,Average L2 Active Cycles,N/A,2512.01,N/A,cycle
add_kernel,Total L2 Elapsed Cycles,N/A,512640,N/A,cycle
add_kernel,Average SM Active Cycles,N/A,1372.27,N/A,cycle
add_kernel,Total SM Elapsed Cycles,N/A,702920,N/A,cycle
add_kernel,Average SMSP Active Cycles,N/A,1292.66,N/A,cycle
add_kernel,Total SMSP Elapsed Cycles,N/A,2811680,N/A,cycle
add_kernel,Achieved of Possible Occupancy,N/A,0.0602,N/A,%
add_kernel,Cosine Similarity,N/A,1.0,N/A,
add_kernel,compiles,True,True,N/A,
constant_add_kernel,DRAM Frequency,N/A,1571428571.43,N/A,hz
constant_add_kernel,SM Frequency,N/A,1341099330.36,N/A,hz
constant_add_kernel,Elapsed Cycles,N/A,4810,N/A,cycle
constant_add_kernel,Memory Throughput,N/A,11.29,N/A,%
constant_add_kernel,DRAM Throughput,N/A,0.03,N/A,%
constant_add_kernel,Duration,N/A,3584,N/A,ns
constant_add_kernel,L1/TEX Cache Throughput,N/A,60.59,N/A,%
constant_add_kernel,L2 Cache Throughput,N/A,12.76,N/A,%
constant_add_kernel,SM Active Cycles,N/A,13.20,N/A,cycle
constant_add_kernel,Compute (SM) Throughput,N/A,0.01,N/A,%
constant_add_kernel,Block Size,N/A,128,N/A,
constant_add_kernel,Cluster Size,N/A,0,N/A,
constant_add_kernel,Grid Size,N/A,1,N/A,
constant_add_kernel,Registers Per Thread,N/A,16,N/A,register/thread
constant_add_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
constant_add_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
constant_add_kernel,Dynamic Shared Memory Per Block,N/A,0,N/A,byte/block
constant_add_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
constant_add_kernel,# SMs,N/A,132,N/A,SM
constant_add_kernel,Threads,N/A,128,N/A,thread
constant_add_kernel,Uses Green Context,N/A,0,N/A,
constant_add_kernel,Waves Per SM,N/A,0.00,N/A,
constant_add_kernel,Max Active Clusters,N/A,0,N/A,cluster
constant_add_kernel,Max Cluster Size,N/A,8,N/A,block
constant_add_kernel,Overall GPU Occupancy,N/A,0,N/A,%
constant_add_kernel,Cluster Occupancy,N/A,0,N/A,%
constant_add_kernel,Block Limit Barriers,N/A,32,N/A,block
constant_add_kernel,Block Limit SM,N/A,32,N/A,block
constant_add_kernel,Block Limit Registers,N/A,32,N/A,block
constant_add_kernel,Block Limit Shared Mem,N/A,32,N/A,block
constant_add_kernel,Block Limit Warps,N/A,16,N/A,block
constant_add_kernel,Theoretical Active Warps per SM,N/A,64,N/A,warp
constant_add_kernel,Theoretical Occupancy,N/A,100,N/A,%
constant_add_kernel,Achieved Occupancy,N/A,4.29,N/A,%
constant_add_kernel,Achieved Active Warps Per SM,N/A,2.75,N/A,warp
constant_add_kernel,Average DRAM Active Cycles,N/A,1.83,N/A,cycle
constant_add_kernel,Total DRAM Elapsed Cycles,N/A,270336,N/A,cycle
constant_add_kernel,Average L1 Active Cycles,N/A,13.20,N/A,cycle
constant_add_kernel,Total L1 Elapsed Cycles,N/A,634458,N/A,cycle
constant_add_kernel,Average L2 Active Cycles,N/A,1123.55,N/A,cycle
constant_add_kernel,Total L2 Elapsed Cycles,N/A,461088,N/A,cycle
constant_add_kernel,Average SM Active Cycles,N/A,13.20,N/A,cycle
constant_add_kernel,Total SM Elapsed Cycles,N/A,634458,N/A,cycle
constant_add_kernel,Average SMSP Active Cycles,N/A,7.66,N/A,cycle
constant_add_kernel,Total SMSP Elapsed Cycles,N/A,2537832,N/A,cycle
constant_add_kernel,Achieved of Possible Occupancy,N/A,0.0429,N/A,%
constant_add_kernel,Cosine Similarity,N/A,1.0,N/A,
constant_add_kernel,compiles,True,True,N/A,
long_sum_kernel,DRAM Frequency,N/A,1595348837.21,N/A,hz
long_sum_kernel,SM Frequency,N/A,1347220203.49,N/A,hz
long_sum_kernel,Elapsed Cycles,N/A,9271,N/A,cycle
long_sum_kernel,Memory Throughput,N/A,5.87,N/A,%
long_sum_kernel,DRAM Throughput,N/A,0.04,N/A,%
long_sum_kernel,Duration,N/A,6880,N/A,ns
long_sum_kernel,L1/TEX Cache Throughput,N/A,4.60,N/A,%
long_sum_kernel,L2 Cache Throughput,N/A,6.54,N/A,%
long_sum_kernel,SM Active Cycles,N/A,173.98,N/A,cycle
long_sum_kernel,Compute (SM) Throughput,N/A,0.06,N/A,%
long_sum_kernel,Block Size,N/A,128,N/A,
long_sum_kernel,Cluster Size,N/A,0,N/A,
long_sum_kernel,Grid Size,N/A,4,N/A,
long_sum_kernel,Registers Per Thread,N/A,20,N/A,register/thread
long_sum_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
long_sum_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
long_sum_kernel,Dynamic Shared Memory Per Block,N/A,4,N/A,byte/block
long_sum_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
long_sum_kernel,# SMs,N/A,132,N/A,SM
long_sum_kernel,Threads,N/A,512,N/A,thread
long_sum_kernel,Uses Green Context,N/A,0,N/A,
long_sum_kernel,Waves Per SM,N/A,0.00,N/A,
long_sum_kernel,Max Active Clusters,N/A,0,N/A,cluster
long_sum_kernel,Max Cluster Size,N/A,8,N/A,block
long_sum_kernel,Overall GPU Occupancy,N/A,0,N/A,%
long_sum_kernel,Cluster Occupancy,N/A,0,N/A,%
long_sum_kernel,Block Limit Barriers,N/A,32,N/A,block
long_sum_kernel,Block Limit SM,N/A,32,N/A,block
long_sum_kernel,Block Limit Registers,N/A,21,N/A,block
long_sum_kernel,Block Limit Shared Mem,N/A,28,N/A,block
long_sum_kernel,Block Limit Warps,N/A,16,N/A,block
long_sum_kernel,Theoretical Active Warps per SM,N/A,64,N/A,warp
long_sum_kernel,Theoretical Occupancy,N/A,100,N/A,%
long_sum_kernel,Achieved Occupancy,N/A,6.22,N/A,%
long_sum_kernel,Achieved Active Warps Per SM,N/A,3.98,N/A,warp
long_sum_kernel,Average DRAM Active Cycles,N/A,4.33,N/A,cycle
long_sum_kernel,Total DRAM Elapsed Cycles,N/A,526848,N/A,cycle
long_sum_kernel,Average L1 Active Cycles,N/A,173.98,N/A,cycle
long_sum_kernel,Total L1 Elapsed Cycles,N/A,1223498,N/A,cycle
long_sum_kernel,Average L2 Active Cycles,N/A,1271.18,N/A,cycle
long_sum_kernel,Total L2 Elapsed Cycles,N/A,889248,N/A,cycle
long_sum_kernel,Average SM Active Cycles,N/A,173.98,N/A,cycle
long_sum_kernel,Total SM Elapsed Cycles,N/A,1223498,N/A,cycle
long_sum_kernel,Average SMSP Active Cycles,N/A,171.29,N/A,cycle
long_sum_kernel,Total SMSP Elapsed Cycles,N/A,4893992,N/A,cycle
long_sum_kernel,Achieved of Possible Occupancy,N/A,0.0622,N/A,%
long_sum_kernel,Cosine Similarity,N/A,0.9999999403953552,N/A,
long_sum_kernel,compiles,True,True,N/A,
outer_matmul_bwd_kernel,DRAM Frequency,N/A,1574626865.67,N/A,hz
outer_matmul_bwd_kernel,SM Frequency,N/A,1330806902.99,N/A,hz
outer_matmul_bwd_kernel,Elapsed Cycles,N/A,5714,N/A,cycle
outer_matmul_bwd_kernel,Memory Throughput,N/A,9.94,N/A,%
outer_matmul_bwd_kernel,DRAM Throughput,N/A,0.75,N/A,%
outer_matmul_bwd_kernel,Duration,N/A,4288,N/A,ns
outer_matmul_bwd_kernel,L1/TEX Cache Throughput,N/A,10.29,N/A,%
outer_matmul_bwd_kernel,L2 Cache Throughput,N/A,11.72,N/A,%
outer_matmul_bwd_kernel,SM Active Cycles,N/A,192.45,N/A,cycle
outer_matmul_bwd_kernel,Compute (SM) Throughput,N/A,0.26,N/A,%
outer_matmul_bwd_kernel,Block Size,N/A,128,N/A,
outer_matmul_bwd_kernel,Cluster Size,N/A,0,N/A,
outer_matmul_bwd_kernel,Grid Size,N/A,12,N/A,
outer_matmul_bwd_kernel,Registers Per Thread,N/A,40,N/A,register/thread
outer_matmul_bwd_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
outer_matmul_bwd_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
outer_matmul_bwd_kernel,Dynamic Shared Memory Per Block,N/A,0,N/A,byte/block
outer_matmul_bwd_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
outer_matmul_bwd_kernel,# SMs,N/A,132,N/A,SM
outer_matmul_bwd_kernel,Threads,N/A,1536,N/A,thread
outer_matmul_bwd_kernel,Uses Green Context,N/A,0,N/A,
outer_matmul_bwd_kernel,Waves Per SM,N/A,0.01,N/A,
outer_matmul_bwd_kernel,Max Active Clusters,N/A,0,N/A,cluster
outer_matmul_bwd_kernel,Max Cluster Size,N/A,8,N/A,block
outer_matmul_bwd_kernel,Overall GPU Occupancy,N/A,0,N/A,%
outer_matmul_bwd_kernel,Cluster Occupancy,N/A,0,N/A,%
outer_matmul_bwd_kernel,Block Limit Barriers,N/A,32,N/A,block
outer_matmul_bwd_kernel,Block Limit SM,N/A,32,N/A,block
outer_matmul_bwd_kernel,Block Limit Registers,N/A,12,N/A,block
outer_matmul_bwd_kernel,Block Limit Shared Mem,N/A,32,N/A,block
outer_matmul_bwd_kernel,Block Limit Warps,N/A,16,N/A,block
outer_matmul_bwd_kernel,Theoretical Active Warps per SM,N/A,48,N/A,warp
outer_matmul_bwd_kernel,Theoretical Occupancy,N/A,75,N/A,%
outer_matmul_bwd_kernel,Achieved Occupancy,N/A,6.03,N/A,%
outer_matmul_bwd_kernel,Achieved Active Warps Per SM,N/A,3.86,N/A,warp
outer_matmul_bwd_kernel,Average DRAM Active Cycles,N/A,50.50,N/A,cycle
outer_matmul_bwd_kernel,Total DRAM Elapsed Cycles,N/A,324096,N/A,cycle
outer_matmul_bwd_kernel,Average L1 Active Cycles,N/A,192.45,N/A,cycle
outer_matmul_bwd_kernel,Total L1 Elapsed Cycles,N/A,753272,N/A,cycle
outer_matmul_bwd_kernel,Average L2 Active Cycles,N/A,1991.98,N/A,cycle
outer_matmul_bwd_kernel,Total L2 Elapsed Cycles,N/A,546624,N/A,cycle
outer_matmul_bwd_kernel,Average SM Active Cycles,N/A,192.45,N/A,cycle
outer_matmul_bwd_kernel,Total SM Elapsed Cycles,N/A,753272,N/A,cycle
outer_matmul_bwd_kernel,Average SMSP Active Cycles,N/A,208.42,N/A,cycle
outer_matmul_bwd_kernel,Total SMSP Elapsed Cycles,N/A,3013088,N/A,cycle
outer_matmul_bwd_kernel,Achieved of Possible Occupancy,N/A,0.0804,N/A,%
outer_matmul_bwd_kernel,Cosine Similarity,N/A,N/A,N/A,
outer_matmul_bwd_kernel,compiles,True,True,N/A,
outer_matmul_kernel,DRAM Frequency,N/A,1569444444.44,N/A,hz
outer_matmul_kernel,SM Frequency,N/A,1333778782.89,N/A,hz
outer_matmul_kernel,Elapsed Cycles,N/A,4868,N/A,cycle
outer_matmul_kernel,Memory Throughput,N/A,11.30,N/A,%
outer_matmul_kernel,DRAM Throughput,N/A,0.06,N/A,%
outer_matmul_kernel,Duration,N/A,3648,N/A,ns
outer_matmul_kernel,L1/TEX Cache Throughput,N/A,10.40,N/A,%
outer_matmul_kernel,L2 Cache Throughput,N/A,12.81,N/A,%
outer_matmul_kernel,SM Active Cycles,N/A,143.11,N/A,cycle
outer_matmul_kernel,Compute (SM) Throughput,N/A,0.19,N/A,%
outer_matmul_kernel,Block Size,N/A,128,N/A,
outer_matmul_kernel,Cluster Size,N/A,0,N/A,
outer_matmul_kernel,Grid Size,N/A,12,N/A,
outer_matmul_kernel,Registers Per Thread,N/A,32,N/A,register/thread
outer_matmul_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
outer_matmul_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
outer_matmul_kernel,Dynamic Shared Memory Per Block,N/A,0,N/A,byte/block
outer_matmul_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
outer_matmul_kernel,# SMs,N/A,132,N/A,SM
outer_matmul_kernel,Threads,N/A,1536,N/A,thread
outer_matmul_kernel,Uses Green Context,N/A,0,N/A,
outer_matmul_kernel,Waves Per SM,N/A,0.01,N/A,
outer_matmul_kernel,Max Active Clusters,N/A,0,N/A,cluster
outer_matmul_kernel,Max Cluster Size,N/A,8,N/A,block
outer_matmul_kernel,Overall GPU Occupancy,N/A,0,N/A,%
outer_matmul_kernel,Cluster Occupancy,N/A,0,N/A,%
outer_matmul_kernel,Block Limit Barriers,N/A,32,N/A,block
outer_matmul_kernel,Block Limit SM,N/A,32,N/A,block
outer_matmul_kernel,Block Limit Registers,N/A,16,N/A,block
outer_matmul_kernel,Block Limit Shared Mem,N/A,32,N/A,block
outer_matmul_kernel,Block Limit Warps,N/A,16,N/A,block
outer_matmul_kernel,Theoretical Active Warps per SM,N/A,64,N/A,warp
outer_matmul_kernel,Theoretical Occupancy,N/A,100,N/A,%
outer_matmul_kernel,Achieved Occupancy,N/A,6.22,N/A,%
outer_matmul_kernel,Achieved Active Warps Per SM,N/A,3.98,N/A,warp
outer_matmul_kernel,Average DRAM Active Cycles,N/A,3.17,N/A,cycle
outer_matmul_kernel,Total DRAM Elapsed Cycles,N/A,274816,N/A,cycle
outer_matmul_kernel,Average L1 Active Cycles,N/A,143.11,N/A,cycle
outer_matmul_kernel,Total L1 Elapsed Cycles,N/A,642268,N/A,cycle
outer_matmul_kernel,Average L2 Active Cycles,N/A,1381.96,N/A,cycle
outer_matmul_kernel,Total L2 Elapsed Cycles,N/A,466368,N/A,cycle
outer_matmul_kernel,Average SM Active Cycles,N/A,143.11,N/A,cycle
outer_matmul_kernel,Total SM Elapsed Cycles,N/A,642268,N/A,cycle
