kernel_name,Metric Name,AI generated Metric Value,Reference Metric Value,Difference,Metric Unit
_layer_norm_bwd_dwdb,Block Limit Shared Mem,N/A,10,N/A,block
_layer_norm_bwd_dwdb,Block Limit Warps,N/A,16,N/A,block
_layer_norm_bwd_dwdb,Theoretical Active Warps per SM,N/A,20,N/A,warp
_layer_norm_bwd_dwdb,Theoretical Occupancy,N/A,31.25,N/A,%
_layer_norm_bwd_dwdb,Achieved Occupancy,N/A,6.25,N/A,%
_layer_norm_bwd_dwdb,Achieved Active Warps Per SM,N/A,4.00,N/A,warp
_layer_norm_bwd_dwdb,Average DRAM Active Cycles,N/A,1372.33,N/A,cycle
_layer_norm_bwd_dwdb,Total DRAM Elapsed Cycles,N/A,2858880,N/A,cycle
_layer_norm_bwd_dwdb,Average L1 Active Cycles,N/A,2848.58,N/A,cycle
_layer_norm_bwd_dwdb,Total L1 Elapsed Cycles,N/A,6658672,N/A,cycle
_layer_norm_bwd_dwdb,Average L2 Active Cycles,N/A,24136.73,N/A,cycle
_layer_norm_bwd_dwdb,Total L2 Elapsed Cycles,N/A,4839456,N/A,cycle
_layer_norm_bwd_dwdb,Average SM Active Cycles,N/A,2848.58,N/A,cycle
_layer_norm_bwd_dwdb,Total SM Elapsed Cycles,N/A,6658672,N/A,cycle
_layer_norm_bwd_dwdb,Average SMSP Active Cycles,N/A,2857.13,N/A,cycle
_layer_norm_bwd_dwdb,Total SMSP Elapsed Cycles,N/A,26634688,N/A,cycle
_layer_norm_bwd_dwdb,Achieved of Possible Occupancy,N/A,0.2,N/A,%
_layer_norm_bwd_dwdb,Cosine Similarity,N/A,1.0000001192092896,N/A,
_layer_norm_bwd_dwdb,compiles,True,True,N/A,
_layer_norm_bwd_dx_fused,DRAM Frequency,N/A,1590922358.44,N/A,hz
_layer_norm_bwd_dx_fused,SM Frequency,N/A,1341636109.89,N/A,hz
_layer_norm_bwd_dx_fused,Elapsed Cycles,N/A,24586,N/A,cycle
_layer_norm_bwd_dx_fused,Memory Throughput,N/A,39.08,N/A,%
_layer_norm_bwd_dx_fused,DRAM Throughput,N/A,18.84,N/A,%
_layer_norm_bwd_dx_fused,Duration,N/A,18272,N/A,ns
_layer_norm_bwd_dx_fused,L1/TEX Cache Throughput,N/A,19.24,N/A,%
_layer_norm_bwd_dx_fused,L2 Cache Throughput,N/A,64.63,N/A,%
_layer_norm_bwd_dx_fused,SM Active Cycles,N/A,19826.25,N/A,cycle
_layer_norm_bwd_dx_fused,Compute (SM) Throughput,N/A,10.91,N/A,%
_layer_norm_bwd_dx_fused,Block Size,N/A,128,N/A,
_layer_norm_bwd_dx_fused,Cluster Size,N/A,0,N/A,
_layer_norm_bwd_dx_fused,Grid Size,N/A,1024,N/A,
_layer_norm_bwd_dx_fused,Registers Per Thread,N/A,40,N/A,register/thread
_layer_norm_bwd_dx_fused,Shared Memory Configuration Size,N/A,32768,N/A,byte
_layer_norm_bwd_dx_fused,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
_layer_norm_bwd_dx_fused,Dynamic Shared Memory Per Block,N/A,16,N/A,byte/block
_layer_norm_bwd_dx_fused,Static Shared Memory Per Block,N/A,0,N/A,byte/block
_layer_norm_bwd_dx_fused,# SMs,N/A,132,N/A,SM
_layer_norm_bwd_dx_fused,Threads,N/A,131072,N/A,thread
_layer_norm_bwd_dx_fused,Uses Green Context,N/A,0,N/A,
_layer_norm_bwd_dx_fused,Waves Per SM,N/A,0.65,N/A,
_layer_norm_bwd_dx_fused,Max Active Clusters,N/A,0,N/A,cluster
_layer_norm_bwd_dx_fused,Max Cluster Size,N/A,8,N/A,block
_layer_norm_bwd_dx_fused,Overall GPU Occupancy,N/A,0,N/A,%
_layer_norm_bwd_dx_fused,Cluster Occupancy,N/A,0,N/A,%
_layer_norm_bwd_dx_fused,Block Limit Barriers,N/A,32,N/A,block
_layer_norm_bwd_dx_fused,Block Limit SM,N/A,32,N/A,block
_layer_norm_bwd_dx_fused,Block Limit Registers,N/A,12,N/A,block
_layer_norm_bwd_dx_fused,Block Limit Shared Mem,N/A,28,N/A,block
_layer_norm_bwd_dx_fused,Block Limit Warps,N/A,16,N/A,block
_layer_norm_bwd_dx_fused,Theoretical Active Warps per SM,N/A,48,N/A,warp
_layer_norm_bwd_dx_fused,Theoretical Occupancy,N/A,75,N/A,%
_layer_norm_bwd_dx_fused,Achieved Occupancy,N/A,34.66,N/A,%
_layer_norm_bwd_dx_fused,Achieved Active Warps Per SM,N/A,22.18,N/A,warp
_layer_norm_bwd_dx_fused,Average DRAM Active Cycles,N/A,5475.83,N/A,cycle
_layer_norm_bwd_dx_fused,Total DRAM Elapsed Cycles,N/A,1395328,N/A,cycle
_layer_norm_bwd_dx_fused,Average L1 Active Cycles,N/A,19826.25,N/A,cycle
_layer_norm_bwd_dx_fused,Total L1 Elapsed Cycles,N/A,3235780,N/A,cycle
_layer_norm_bwd_dx_fused,Average L2 Active Cycles,N/A,21056.65,N/A,cycle
_layer_norm_bwd_dx_fused,Total L2 Elapsed Cycles,N/A,2348928,N/A,cycle
_layer_norm_bwd_dx_fused,Average SM Active Cycles,N/A,19826.25,N/A,cycle
_layer_norm_bwd_dx_fused,Total SM Elapsed Cycles,N/A,3235780,N/A,cycle
_layer_norm_bwd_dx_fused,Average SMSP Active Cycles,N/A,18906.55,N/A,cycle
_layer_norm_bwd_dx_fused,Total SMSP Elapsed Cycles,N/A,12943120,N/A,cycle
_layer_norm_bwd_dx_fused,Achieved of Possible Occupancy,N/A,0.4621333333333333,N/A,%
_layer_norm_bwd_dx_fused,Cosine Similarity,N/A,1.0,N/A,
_layer_norm_bwd_dx_fused,compiles,True,True,N/A,
_layer_norm_fwd_fused,DRAM Frequency,N/A,1585978835.98,N/A,hz
_layer_norm_fwd_fused,SM Frequency,N/A,1320917038.69,N/A,hz
_layer_norm_fwd_fused,Elapsed Cycles,N/A,10737,N/A,cycle
_layer_norm_fwd_fused,Memory Throughput,N/A,24.29,N/A,%
_layer_norm_fwd_fused,DRAM Throughput,N/A,21.45,N/A,%
_layer_norm_fwd_fused,Duration,N/A,8064,N/A,ns
_layer_norm_fwd_fused,L1/TEX Cache Throughput,N/A,39.82,N/A,%
_layer_norm_fwd_fused,L2 Cache Throughput,N/A,33.96,N/A,%
_layer_norm_fwd_fused,SM Active Cycles,N/A,6496.17,N/A,cycle
_layer_norm_fwd_fused,Compute (SM) Throughput,N/A,24.43,N/A,%
_layer_norm_fwd_fused,Block Size,N/A,128,N/A,
_layer_norm_fwd_fused,Cluster Size,N/A,0,N/A,
_layer_norm_fwd_fused,Grid Size,N/A,1024,N/A,
_layer_norm_fwd_fused,Registers Per Thread,N/A,32,N/A,register/thread
_layer_norm_fwd_fused,Shared Memory Configuration Size,N/A,32768,N/A,byte
_layer_norm_fwd_fused,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
_layer_norm_fwd_fused,Dynamic Shared Memory Per Block,N/A,16,N/A,byte/block
_layer_norm_fwd_fused,Static Shared Memory Per Block,N/A,0,N/A,byte/block
_layer_norm_fwd_fused,# SMs,N/A,132,N/A,SM
_layer_norm_fwd_fused,Threads,N/A,131072,N/A,thread
_layer_norm_fwd_fused,Uses Green Context,N/A,0,N/A,
_layer_norm_fwd_fused,Waves Per SM,N/A,0.48,N/A,
_layer_norm_fwd_fused,Max Active Clusters,N/A,0,N/A,cluster
_layer_norm_fwd_fused,Max Cluster Size,N/A,8,N/A,block
_layer_norm_fwd_fused,Overall GPU Occupancy,N/A,0,N/A,%
_layer_norm_fwd_fused,Cluster Occupancy,N/A,0,N/A,%
_layer_norm_fwd_fused,Block Limit Barriers,N/A,32,N/A,block
_layer_norm_fwd_fused,Block Limit SM,N/A,32,N/A,block
_layer_norm_fwd_fused,Block Limit Registers,N/A,16,N/A,block
_layer_norm_fwd_fused,Block Limit Shared Mem,N/A,28,N/A,block
_layer_norm_fwd_fused,Block Limit Warps,N/A,16,N/A,block
_layer_norm_fwd_fused,Theoretical Active Warps per SM,N/A,64,N/A,warp
_layer_norm_fwd_fused,Theoretical Occupancy,N/A,100,N/A,%
_layer_norm_fwd_fused,Achieved Occupancy,N/A,42.96,N/A,%
_layer_norm_fwd_fused,Achieved Active Warps Per SM,N/A,27.50,N/A,warp
_layer_norm_fwd_fused,Average DRAM Active Cycles,N/A,2743.33,N/A,cycle
_layer_norm_fwd_fused,Total DRAM Elapsed Cycles,N/A,613888,N/A,cycle
_layer_norm_fwd_fused,Average L1 Active Cycles,N/A,6496.17,N/A,cycle
_layer_norm_fwd_fused,Total L1 Elapsed Cycles,N/A,1405882,N/A,cycle
_layer_norm_fwd_fused,Average L2 Active Cycles,N/A,6702.95,N/A,cycle
_layer_norm_fwd_fused,Total L2 Elapsed Cycles,N/A,1031904,N/A,cycle
_layer_norm_fwd_fused,Average SM Active Cycles,N/A,6496.17,N/A,cycle
_layer_norm_fwd_fused,Total SM Elapsed Cycles,N/A,1405882,N/A,cycle
_layer_norm_fwd_fused,Average SMSP Active Cycles,N/A,6721.57,N/A,cycle
_layer_norm_fwd_fused,Total SMSP Elapsed Cycles,N/A,5623528,N/A,cycle
_layer_norm_fwd_fused,Achieved of Possible Occupancy,N/A,0.4296,N/A,%
_layer_norm_fwd_fused,Cosine Similarity,N/A,N/A,N/A,
_layer_norm_fwd_fused,compiles,True,True,N/A,
add_kernel,DRAM Frequency,N/A,1569105691.06,N/A,hz
add_kernel,SM Frequency,N/A,1338541666.67,N/A,hz
add_kernel,Elapsed Cycles,N/A,5274,N/A,cycle
add_kernel,Memory Throughput,N/A,13.06,N/A,%
add_kernel,DRAM Throughput,N/A,8.34,N/A,%
add_kernel,Duration,N/A,3936,N/A,ns
add_kernel,L1/TEX Cache Throughput,N/A,8.71,N/A,%
add_kernel,L2 Cache Throughput,N/A,20.24,N/A,%
add_kernel,SM Active Cycles,N/A,1360.32,N/A,cycle
add_kernel,Compute (SM) Throughput,N/A,0.79,N/A,%
add_kernel,Block Size,N/A,128,N/A,
add_kernel,Cluster Size,N/A,0,N/A,
add_kernel,Grid Size,N/A,97,N/A,
add_kernel,Registers Per Thread,N/A,26,N/A,register/thread
add_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
add_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
add_kernel,Dynamic Shared Memory Per Block,N/A,0,N/A,byte/block
add_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
add_kernel,# SMs,N/A,132,N/A,SM
add_kernel,Threads,N/A,12416,N/A,thread
add_kernel,Uses Green Context,N/A,0,N/A,
add_kernel,Waves Per SM,N/A,0.05,N/A,
add_kernel,Max Active Clusters,N/A,0,N/A,cluster
add_kernel,Max Cluster Size,N/A,8,N/A,block
add_kernel,Overall GPU Occupancy,N/A,0,N/A,%
add_kernel,Cluster Occupancy,N/A,0,N/A,%
add_kernel,Block Limit Barriers,N/A,32,N/A,block
add_kernel,Block Limit SM,N/A,32,N/A,block
add_kernel,Block Limit Registers,N/A,16,N/A,block
add_kernel,Block Limit Shared Mem,N/A,32,N/A,block
add_kernel,Block Limit Warps,N/A,16,N/A,block
add_kernel,Theoretical Active Warps per SM,N/A,64,N/A,warp
add_kernel,Theoretical Occupancy,N/A,100,N/A,%
add_kernel,Achieved Occupancy,N/A,6.02,N/A,%
add_kernel,Achieved Active Warps Per SM,N/A,3.85,N/A,warp
add_kernel,Average DRAM Active Cycles,N/A,514.83,N/A,cycle
add_kernel,Total DRAM Elapsed Cycles,N/A,296448,N/A,cycle
add_kernel,Average L1 Active Cycles,N/A,1360.32,N/A,cycle
add_kernel,Total L1 Elapsed Cycles,N/A,695432,N/A,cycle
add_kernel,Average L2 Active Cycles,N/A,2512.30,N/A,cycle
add_kernel,Total L2 Elapsed Cycles,N/A,506304,N/A,cycle
add_kernel,Average SM Active Cycles,N/A,1360.32,N/A,cycle
add_kernel,Total SM Elapsed Cycles,N/A,695432,N/A,cycle
add_kernel,Average SMSP Active Cycles,N/A,1290.56,N/A,cycle
add_kernel,Total SMSP Elapsed Cycles,N/A,2781728,N/A,cycle
add_kernel,Achieved of Possible Occupancy,N/A,0.0602,N/A,%
add_kernel,Cosine Similarity,N/A,1.0,N/A,
add_kernel,compiles,True,True,N/A,
constant_add_kernel,DRAM Frequency,N/A,1566371681.42,N/A,hz
constant_add_kernel,SM Frequency,N/A,1328816371.68,N/A,hz
constant_add_kernel,Elapsed Cycles,N/A,4808,N/A,cycle
constant_add_kernel,Memory Throughput,N/A,11.20,N/A,%
constant_add_kernel,DRAM Throughput,N/A,0.03,N/A,%
constant_add_kernel,Duration,N/A,3616,N/A,ns
constant_add_kernel,L1/TEX Cache Throughput,N/A,67.39,N/A,%
constant_add_kernel,L2 Cache Throughput,N/A,12.65,N/A,%
constant_add_kernel,SM Active Cycles,N/A,11.87,N/A,cycle
constant_add_kernel,Compute (SM) Throughput,N/A,0.01,N/A,%
constant_add_kernel,Block Size,N/A,128,N/A,
constant_add_kernel,Cluster Size,N/A,0,N/A,
constant_add_kernel,Grid Size,N/A,1,N/A,
constant_add_kernel,Registers Per Thread,N/A,16,N/A,register/thread
constant_add_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
constant_add_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
constant_add_kernel,Dynamic Shared Memory Per Block,N/A,0,N/A,byte/block
constant_add_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
constant_add_kernel,# SMs,N/A,132,N/A,SM
constant_add_kernel,Threads,N/A,128,N/A,thread
constant_add_kernel,Uses Green Context,N/A,0,N/A,
constant_add_kernel,Waves Per SM,N/A,0.00,N/A,
constant_add_kernel,Max Active Clusters,N/A,0,N/A,cluster
constant_add_kernel,Max Cluster Size,N/A,8,N/A,block
constant_add_kernel,Overall GPU Occupancy,N/A,0,N/A,%
constant_add_kernel,Cluster Occupancy,N/A,0,N/A,%
constant_add_kernel,Block Limit Barriers,N/A,32,N/A,block
constant_add_kernel,Block Limit SM,N/A,32,N/A,block
constant_add_kernel,Block Limit Registers,N/A,32,N/A,block
constant_add_kernel,Block Limit Shared Mem,N/A,32,N/A,block
constant_add_kernel,Block Limit Warps,N/A,16,N/A,block
constant_add_kernel,Theoretical Active Warps per SM,N/A,64,N/A,warp
constant_add_kernel,Theoretical Occupancy,N/A,100,N/A,%
constant_add_kernel,Achieved Occupancy,N/A,4.04,N/A,%
constant_add_kernel,Achieved Active Warps Per SM,N/A,2.58,N/A,warp
constant_add_kernel,Average DRAM Active Cycles,N/A,1.83,N/A,cycle
constant_add_kernel,Total DRAM Elapsed Cycles,N/A,271872,N/A,cycle
constant_add_kernel,Average L1 Active Cycles,N/A,11.87,N/A,cycle
constant_add_kernel,Total L1 Elapsed Cycles,N/A,634254,N/A,cycle
constant_add_kernel,Average L2 Active Cycles,N/A,1125.43,N/A,cycle
constant_add_kernel,Total L2 Elapsed Cycles,N/A,460896,N/A,cycle
constant_add_kernel,Average SM Active Cycles,N/A,11.87,N/A,cycle
constant_add_kernel,Total SM Elapsed Cycles,N/A,634254,N/A,cycle
constant_add_kernel,Average SMSP Active Cycles,N/A,7.67,N/A,cycle
constant_add_kernel,Total SMSP Elapsed Cycles,N/A,2537016,N/A,cycle
constant_add_kernel,Achieved of Possible Occupancy,N/A,0.0404,N/A,%
constant_add_kernel,Cosine Similarity,N/A,1.0,N/A,
constant_add_kernel,compiles,True,True,N/A,
long_sum_kernel,DRAM Frequency,N/A,1575545171.34,N/A,hz
long_sum_kernel,SM Frequency,N/A,1340135806.07,N/A,hz
long_sum_kernel,Elapsed Cycles,N/A,9182,N/A,cycle
long_sum_kernel,Memory Throughput,N/A,5.92,N/A,%
long_sum_kernel,DRAM Throughput,N/A,0.04,N/A,%
long_sum_kernel,Duration,N/A,6848,N/A,ns
long_sum_kernel,L1/TEX Cache Throughput,N/A,4.72,N/A,%
long_sum_kernel,L2 Cache Throughput,N/A,6.67,N/A,%
long_sum_kernel,SM Active Cycles,N/A,169.36,N/A,cycle
long_sum_kernel,Compute (SM) Throughput,N/A,0.06,N/A,%
long_sum_kernel,Block Size,N/A,128,N/A,
long_sum_kernel,Cluster Size,N/A,0,N/A,
long_sum_kernel,Grid Size,N/A,4,N/A,
long_sum_kernel,Registers Per Thread,N/A,20,N/A,register/thread
long_sum_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
long_sum_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
long_sum_kernel,Dynamic Shared Memory Per Block,N/A,4,N/A,byte/block
long_sum_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
long_sum_kernel,# SMs,N/A,132,N/A,SM
long_sum_kernel,Threads,N/A,512,N/A,thread
long_sum_kernel,Uses Green Context,N/A,0,N/A,
long_sum_kernel,Waves Per SM,N/A,0.00,N/A,
long_sum_kernel,Max Active Clusters,N/A,0,N/A,cluster
long_sum_kernel,Max Cluster Size,N/A,8,N/A,block
long_sum_kernel,Overall GPU Occupancy,N/A,0,N/A,%
long_sum_kernel,Cluster Occupancy,N/A,0,N/A,%
long_sum_kernel,Block Limit Barriers,N/A,32,N/A,block
long_sum_kernel,Block Limit SM,N/A,32,N/A,block
long_sum_kernel,Block Limit Registers,N/A,21,N/A,block
long_sum_kernel,Block Limit Shared Mem,N/A,28,N/A,block
long_sum_kernel,Block Limit Warps,N/A,16,N/A,block
long_sum_kernel,Theoretical Active Warps per SM,N/A,64,N/A,warp
long_sum_kernel,Theoretical Occupancy,N/A,100,N/A,%
long_sum_kernel,Achieved Occupancy,N/A,6.22,N/A,%
long_sum_kernel,Achieved Active Warps Per SM,N/A,3.98,N/A,warp
long_sum_kernel,Average DRAM Active Cycles,N/A,4.33,N/A,cycle
long_sum_kernel,Total DRAM Elapsed Cycles,N/A,517888,N/A,cycle
long_sum_kernel,Average L1 Active Cycles,N/A,169.36,N/A,cycle
long_sum_kernel,Total L1 Elapsed Cycles,N/A,1211402,N/A,cycle
long_sum_kernel,Average L2 Active Cycles,N/A,1276.35,N/A,cycle
long_sum_kernel,Total L2 Elapsed Cycles,N/A,881568,N/A,cycle
long_sum_kernel,Average SM Active Cycles,N/A,169.36,N/A,cycle
long_sum_kernel,Total SM Elapsed Cycles,N/A,1211402,N/A,cycle
long_sum_kernel,Average SMSP Active Cycles,N/A,168.33,N/A,cycle
long_sum_kernel,Total SMSP Elapsed Cycles,N/A,4845608,N/A,cycle
long_sum_kernel,Achieved of Possible Occupancy,N/A,0.0622,N/A,%
long_sum_kernel,Cosine Similarity,N/A,0.9999999403953552,N/A,
long_sum_kernel,compiles,True,True,N/A,
outer_matmul_bwd_kernel,DRAM Frequency,N/A,1568181818.18,N/A,hz
outer_matmul_bwd_kernel,SM Frequency,N/A,1331498579.55,N/A,hz
outer_matmul_bwd_kernel,Elapsed Cycles,N/A,5630,N/A,cycle
outer_matmul_bwd_kernel,Memory Throughput,N/A,10.07,N/A,%
outer_matmul_bwd_kernel,DRAM Throughput,N/A,0.76,N/A,%
outer_matmul_bwd_kernel,Duration,N/A,4224,N/A,ns
outer_matmul_bwd_kernel,L1/TEX Cache Throughput,N/A,10.15,N/A,%
outer_matmul_bwd_kernel,L2 Cache Throughput,N/A,12.00,N/A,%
outer_matmul_bwd_kernel,SM Active Cycles,N/A,195.23,N/A,cycle
outer_matmul_bwd_kernel,Compute (SM) Throughput,N/A,0.26,N/A,%
outer_matmul_bwd_kernel,Block Size,N/A,128,N/A,
outer_matmul_bwd_kernel,Cluster Size,N/A,0,N/A,
outer_matmul_bwd_kernel,Grid Size,N/A,12,N/A,
outer_matmul_bwd_kernel,Registers Per Thread,N/A,40,N/A,register/thread
outer_matmul_bwd_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
outer_matmul_bwd_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
outer_matmul_bwd_kernel,Dynamic Shared Memory Per Block,N/A,0,N/A,byte/block
outer_matmul_bwd_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
outer_matmul_bwd_kernel,# SMs,N/A,132,N/A,SM
outer_matmul_bwd_kernel,Threads,N/A,1536,N/A,thread
outer_matmul_bwd_kernel,Uses Green Context,N/A,0,N/A,
outer_matmul_bwd_kernel,Waves Per SM,N/A,0.01,N/A,
outer_matmul_bwd_kernel,Max Active Clusters,N/A,0,N/A,cluster
outer_matmul_bwd_kernel,Max Cluster Size,N/A,8,N/A,block
outer_matmul_bwd_kernel,Overall GPU Occupancy,N/A,0,N/A,%
outer_matmul_bwd_kernel,Cluster Occupancy,N/A,0,N/A,%
outer_matmul_bwd_kernel,Block Limit Barriers,N/A,32,N/A,block
outer_matmul_bwd_kernel,Block Limit SM,N/A,32,N/A,block
outer_matmul_bwd_kernel,Block Limit Registers,N/A,12,N/A,block
outer_matmul_bwd_kernel,Block Limit Shared Mem,N/A,32,N/A,block
outer_matmul_bwd_kernel,Block Limit Warps,N/A,16,N/A,block
outer_matmul_bwd_kernel,Theoretical Active Warps per SM,N/A,48,N/A,warp
outer_matmul_bwd_kernel,Theoretical Occupancy,N/A,75,N/A,%
outer_matmul_bwd_kernel,Achieved Occupancy,N/A,6.00,N/A,%
outer_matmul_bwd_kernel,Achieved Active Warps Per SM,N/A,3.84,N/A,warp
outer_matmul_bwd_kernel,Average DRAM Active Cycles,N/A,50.67,N/A,cycle
outer_matmul_bwd_kernel,Total DRAM Elapsed Cycles,N/A,317952,N/A,cycle
outer_matmul_bwd_kernel,Average L1 Active Cycles,N/A,195.23,N/A,cycle
outer_matmul_bwd_kernel,Total L1 Elapsed Cycles,N/A,742402,N/A,cycle
outer_matmul_bwd_kernel,Average L2 Active Cycles,N/A,2007.16,N/A,cycle
outer_matmul_bwd_kernel,Total L2 Elapsed Cycles,N/A,539328,N/A,cycle
outer_matmul_bwd_kernel,Average SM Active Cycles,N/A,195.23,N/A,cycle
outer_matmul_bwd_kernel,Total SM Elapsed Cycles,N/A,742402,N/A,cycle
outer_matmul_bwd_kernel,Average SMSP Active Cycles,N/A,191.36,N/A,cycle
outer_matmul_bwd_kernel,Total SMSP Elapsed Cycles,N/A,2969608,N/A,cycle
outer_matmul_bwd_kernel,Achieved of Possible Occupancy,N/A,0.08,N/A,%
outer_matmul_bwd_kernel,Cosine Similarity,N/A,N/A,N/A,
outer_matmul_bwd_kernel,compiles,True,True,N/A,
outer_matmul_kernel,DRAM Frequency,N/A,1577485380.12,N/A,hz
outer_matmul_kernel,SM Frequency,N/A,1337205317.98,N/A,hz
outer_matmul_kernel,Elapsed Cycles,N/A,4881,N/A,cycle
outer_matmul_kernel,Memory Throughput,N/A,11.28,N/A,%
outer_matmul_kernel,DRAM Throughput,N/A,0.06,N/A,%
outer_matmul_kernel,Duration,N/A,3648,N/A,ns
outer_matmul_kernel,L1/TEX Cache Throughput,N/A,10.37,N/A,%
outer_matmul_kernel,L2 Cache Throughput,N/A,12.83,N/A,%
outer_matmul_kernel,SM Active Cycles,N/A,143.48,N/A,cycle
outer_matmul_kernel,Compute (SM) Throughput,N/A,0.19,N/A,%
outer_matmul_kernel,Block Size,N/A,128,N/A,
outer_matmul_kernel,Cluster Size,N/A,0,N/A,
outer_matmul_kernel,Grid Size,N/A,12,N/A,
outer_matmul_kernel,Registers Per Thread,N/A,32,N/A,register/thread
outer_matmul_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
outer_matmul_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
outer_matmul_kernel,Dynamic Shared Memory Per Block,N/A,0,N/A,byte/block
outer_matmul_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
outer_matmul_kernel,# SMs,N/A,132,N/A,SM
outer_matmul_kernel,Threads,N/A,1536,N/A,thread
outer_matmul_kernel,Uses Green Context,N/A,0,N/A,
outer_matmul_kernel,Waves Per SM,N/A,0.01,N/A,
outer_matmul_kernel,Max Active Clusters,N/A,0,N/A,cluster
outer_matmul_kernel,Max Cluster Size,N/A,8,N/A,block
outer_matmul_kernel,Overall GPU Occupancy,N/A,0,N/A,%
outer_matmul_kernel,Cluster Occupancy,N/A,0,N/A,%
outer_matmul_kernel,Block Limit Barriers,N/A,32,N/A,block
outer_matmul_kernel,Block Limit SM,N/A,32,N/A,block
outer_matmul_kernel,Block Limit Registers,N/A,16,N/A,block
outer_matmul_kernel,Block Limit Shared Mem,N/A,32,N/A,block
outer_matmul_kernel,Block Limit Warps,N/A,16,N/A,block
outer_matmul_kernel,Theoretical Active Warps per SM,N/A,64,N/A,warp
outer_matmul_kernel,Theoretical Occupancy,N/A,100,N/A,%
outer_matmul_kernel,Achieved Occupancy,N/A,6.22,N/A,%
outer_matmul_kernel,Achieved Active Warps Per SM,N/A,3.98,N/A,warp
outer_matmul_kernel,Average DRAM Active Cycles,N/A,3.17,N/A,cycle
outer_matmul_kernel,Total DRAM Elapsed Cycles,N/A,276224,N/A,cycle
outer_matmul_kernel,Average L1 Active Cycles,N/A,143.48,N/A,cycle
outer_matmul_kernel,Total L1 Elapsed Cycles,N/A,643916,N/A,cycle
outer_matmul_kernel,Average L2 Active Cycles,N/A,1366.42,N/A,cycle
outer_matmul_kernel,Total L2 Elapsed Cycles,N/A,467040,N/A,cycle
outer_matmul_kernel,Average SM Active Cycles,N/A,143.48,N/A,cycle
outer_matmul_kernel,Total SM Elapsed Cycles,N/A,643916,N/A,cycle
