kernel_name,Metric Name,AI generated Metric Value,Reference Metric Value,Difference,Metric Unit
_layer_norm_bwd_dx_fused,Memory Throughput,N/A,38.24,N/A,%
_layer_norm_bwd_dx_fused,DRAM Throughput,N/A,18.51,N/A,%
_layer_norm_bwd_dx_fused,Duration,N/A,18656,N/A,ns
_layer_norm_bwd_dx_fused,L1/TEX Cache Throughput,N/A,19.28,N/A,%
_layer_norm_bwd_dx_fused,L2 Cache Throughput,N/A,63.06,N/A,%
_layer_norm_bwd_dx_fused,SM Active Cycles,N/A,19787.14,N/A,cycle
_layer_norm_bwd_dx_fused,Compute (SM) Throughput,N/A,10.68,N/A,%
_layer_norm_bwd_dx_fused,Block Size,N/A,128,N/A,
_layer_norm_bwd_dx_fused,Cluster Size,N/A,0,N/A,
_layer_norm_bwd_dx_fused,Grid Size,N/A,1024,N/A,
_layer_norm_bwd_dx_fused,Registers Per Thread,N/A,40,N/A,register/thread
_layer_norm_bwd_dx_fused,Shared Memory Configuration Size,N/A,32768,N/A,byte
_layer_norm_bwd_dx_fused,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
_layer_norm_bwd_dx_fused,Dynamic Shared Memory Per Block,N/A,16,N/A,byte/block
_layer_norm_bwd_dx_fused,Static Shared Memory Per Block,N/A,0,N/A,byte/block
_layer_norm_bwd_dx_fused,# SMs,N/A,132,N/A,SM
_layer_norm_bwd_dx_fused,Threads,N/A,131072,N/A,thread
_layer_norm_bwd_dx_fused,Uses Green Context,N/A,0,N/A,
_layer_norm_bwd_dx_fused,Waves Per SM,N/A,0.65,N/A,
_layer_norm_bwd_dx_fused,Max Active Clusters,N/A,0,N/A,cluster
_layer_norm_bwd_dx_fused,Max Cluster Size,N/A,8,N/A,block
_layer_norm_bwd_dx_fused,Overall GPU Occupancy,N/A,0,N/A,%
_layer_norm_bwd_dx_fused,Cluster Occupancy,N/A,0,N/A,%
_layer_norm_bwd_dx_fused,Block Limit Barriers,N/A,32,N/A,block
_layer_norm_bwd_dx_fused,Block Limit SM,N/A,32,N/A,block
_layer_norm_bwd_dx_fused,Block Limit Registers,N/A,12,N/A,block
_layer_norm_bwd_dx_fused,Block Limit Shared Mem,N/A,28,N/A,block
_layer_norm_bwd_dx_fused,Block Limit Warps,N/A,16,N/A,block
_layer_norm_bwd_dx_fused,Theoretical Active Warps per SM,N/A,48,N/A,warp
_layer_norm_bwd_dx_fused,Theoretical Occupancy,N/A,75,N/A,%
_layer_norm_bwd_dx_fused,Achieved Occupancy,N/A,34.61,N/A,%
_layer_norm_bwd_dx_fused,Achieved Active Warps Per SM,N/A,22.15,N/A,warp
_layer_norm_bwd_dx_fused,Average DRAM Active Cycles,N/A,5475.83,N/A,cycle
_layer_norm_bwd_dx_fused,Total DRAM Elapsed Cycles,N/A,1420032,N/A,cycle
_layer_norm_bwd_dx_fused,Average L1 Active Cycles,N/A,19787.14,N/A,cycle
_layer_norm_bwd_dx_fused,Total L1 Elapsed Cycles,N/A,3295328,N/A,cycle
_layer_norm_bwd_dx_fused,Average L2 Active Cycles,N/A,21187.98,N/A,cycle
_layer_norm_bwd_dx_fused,Total L2 Elapsed Cycles,N/A,2393376,N/A,cycle
_layer_norm_bwd_dx_fused,Average SM Active Cycles,N/A,19787.14,N/A,cycle
_layer_norm_bwd_dx_fused,Total SM Elapsed Cycles,N/A,3295328,N/A,cycle
_layer_norm_bwd_dx_fused,Average SMSP Active Cycles,N/A,19051.39,N/A,cycle
_layer_norm_bwd_dx_fused,Total SMSP Elapsed Cycles,N/A,13181312,N/A,cycle
_layer_norm_bwd_dx_fused,Achieved of Possible Occupancy,N/A,0.46146666666666664,N/A,%
_layer_norm_bwd_dx_fused,Cosine Similarity,N/A,1.0000001192092896,N/A,
_layer_norm_bwd_dx_fused,compiles,True,True,N/A,
_layer_norm_fwd_fused,DRAM Frequency,N/A,1589238845.14,N/A,hz
_layer_norm_fwd_fused,SM Frequency,N/A,1326048843.50,N/A,hz
_layer_norm_fwd_fused,Elapsed Cycles,N/A,10851,N/A,cycle
_layer_norm_fwd_fused,Memory Throughput,N/A,23.97,N/A,%
_layer_norm_fwd_fused,DRAM Throughput,N/A,21.24,N/A,%
_layer_norm_fwd_fused,Duration,N/A,8128,N/A,ns
_layer_norm_fwd_fused,L1/TEX Cache Throughput,N/A,39.66,N/A,%
_layer_norm_fwd_fused,L2 Cache Throughput,N/A,33.46,N/A,%
_layer_norm_fwd_fused,SM Active Cycles,N/A,6512.11,N/A,cycle
_layer_norm_fwd_fused,Compute (SM) Throughput,N/A,24.14,N/A,%
_layer_norm_fwd_fused,Block Size,N/A,128,N/A,
_layer_norm_fwd_fused,Cluster Size,N/A,0,N/A,
_layer_norm_fwd_fused,Grid Size,N/A,1024,N/A,
_layer_norm_fwd_fused,Registers Per Thread,N/A,32,N/A,register/thread
_layer_norm_fwd_fused,Shared Memory Configuration Size,N/A,32768,N/A,byte
_layer_norm_fwd_fused,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
_layer_norm_fwd_fused,Dynamic Shared Memory Per Block,N/A,16,N/A,byte/block
_layer_norm_fwd_fused,Static Shared Memory Per Block,N/A,0,N/A,byte/block
_layer_norm_fwd_fused,# SMs,N/A,132,N/A,SM
_layer_norm_fwd_fused,Threads,N/A,131072,N/A,thread
_layer_norm_fwd_fused,Uses Green Context,N/A,0,N/A,
_layer_norm_fwd_fused,Waves Per SM,N/A,0.48,N/A,
_layer_norm_fwd_fused,Max Active Clusters,N/A,0,N/A,cluster
_layer_norm_fwd_fused,Max Cluster Size,N/A,8,N/A,block
_layer_norm_fwd_fused,Overall GPU Occupancy,N/A,0,N/A,%
_layer_norm_fwd_fused,Cluster Occupancy,N/A,0,N/A,%
_layer_norm_fwd_fused,Block Limit Barriers,N/A,32,N/A,block
_layer_norm_fwd_fused,Block Limit SM,N/A,32,N/A,block
_layer_norm_fwd_fused,Block Limit Registers,N/A,16,N/A,block
_layer_norm_fwd_fused,Block Limit Shared Mem,N/A,28,N/A,block
_layer_norm_fwd_fused,Block Limit Warps,N/A,16,N/A,block
_layer_norm_fwd_fused,Theoretical Active Warps per SM,N/A,64,N/A,warp
_layer_norm_fwd_fused,Theoretical Occupancy,N/A,100,N/A,%
_layer_norm_fwd_fused,Achieved Occupancy,N/A,42.52,N/A,%
_layer_norm_fwd_fused,Achieved Active Warps Per SM,N/A,27.22,N/A,warp
_layer_norm_fwd_fused,Average DRAM Active Cycles,N/A,2743.17,N/A,cycle
_layer_norm_fwd_fused,Total DRAM Elapsed Cycles,N/A,620032,N/A,cycle
_layer_norm_fwd_fused,Average L1 Active Cycles,N/A,6512.11,N/A,cycle
_layer_norm_fwd_fused,Total L1 Elapsed Cycles,N/A,1422608,N/A,cycle
_layer_norm_fwd_fused,Average L2 Active Cycles,N/A,6904.75,N/A,cycle
_layer_norm_fwd_fused,Total L2 Elapsed Cycles,N/A,1046688,N/A,cycle
_layer_norm_fwd_fused,Average SM Active Cycles,N/A,6512.11,N/A,cycle
_layer_norm_fwd_fused,Total SM Elapsed Cycles,N/A,1422608,N/A,cycle
_layer_norm_fwd_fused,Average SMSP Active Cycles,N/A,6554.54,N/A,cycle
_layer_norm_fwd_fused,Total SMSP Elapsed Cycles,N/A,5690432,N/A,cycle
_layer_norm_fwd_fused,Achieved of Possible Occupancy,N/A,0.4252,N/A,%
_layer_norm_fwd_fused,Cosine Similarity,N/A,N/A,N/A,
_layer_norm_fwd_fused,compiles,True,True,N/A,
add_kernel,DRAM Frequency,N/A,1578083989.50,N/A,hz
add_kernel,SM Frequency,N/A,1338982529.53,N/A,hz
add_kernel,Elapsed Cycles,N/A,5451,N/A,cycle
add_kernel,Memory Throughput,N/A,12.68,N/A,%
add_kernel,DRAM Throughput,N/A,8.03,N/A,%
add_kernel,Duration,N/A,4064,N/A,ns
add_kernel,L1/TEX Cache Throughput,N/A,8.69,N/A,%
add_kernel,L2 Cache Throughput,N/A,19.64,N/A,%
add_kernel,SM Active Cycles,N/A,1363.24,N/A,cycle
add_kernel,Compute (SM) Throughput,N/A,0.76,N/A,%
add_kernel,Block Size,N/A,128,N/A,
add_kernel,Cluster Size,N/A,0,N/A,
add_kernel,Grid Size,N/A,97,N/A,
add_kernel,Registers Per Thread,N/A,26,N/A,register/thread
add_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
add_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
add_kernel,Dynamic Shared Memory Per Block,N/A,0,N/A,byte/block
add_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
add_kernel,# SMs,N/A,132,N/A,SM
add_kernel,Threads,N/A,12416,N/A,thread
add_kernel,Uses Green Context,N/A,0,N/A,
add_kernel,Waves Per SM,N/A,0.05,N/A,
add_kernel,Max Active Clusters,N/A,0,N/A,cluster
add_kernel,Max Cluster Size,N/A,8,N/A,block
add_kernel,Overall GPU Occupancy,N/A,0,N/A,%
add_kernel,Cluster Occupancy,N/A,0,N/A,%
add_kernel,Block Limit Barriers,N/A,32,N/A,block
add_kernel,Block Limit SM,N/A,32,N/A,block
add_kernel,Block Limit Registers,N/A,16,N/A,block
add_kernel,Block Limit Shared Mem,N/A,32,N/A,block
add_kernel,Block Limit Warps,N/A,16,N/A,block
add_kernel,Theoretical Active Warps per SM,N/A,64,N/A,warp
add_kernel,Theoretical Occupancy,N/A,100,N/A,%
add_kernel,Achieved Occupancy,N/A,6.01,N/A,%
add_kernel,Achieved Active Warps Per SM,N/A,3.85,N/A,warp
add_kernel,Average DRAM Active Cycles,N/A,514.83,N/A,cycle
add_kernel,Total DRAM Elapsed Cycles,N/A,307840,N/A,cycle
add_kernel,Average L1 Active Cycles,N/A,1363.24,N/A,cycle
add_kernel,Total L1 Elapsed Cycles,N/A,718292,N/A,cycle
add_kernel,Average L2 Active Cycles,N/A,2495.98,N/A,cycle
add_kernel,Total L2 Elapsed Cycles,N/A,522240,N/A,cycle
add_kernel,Average SM Active Cycles,N/A,1363.24,N/A,cycle
add_kernel,Total SM Elapsed Cycles,N/A,718292,N/A,cycle
add_kernel,Average SMSP Active Cycles,N/A,1297.16,N/A,cycle
add_kernel,Total SMSP Elapsed Cycles,N/A,2873168,N/A,cycle
add_kernel,Achieved of Possible Occupancy,N/A,0.0601,N/A,%
add_kernel,Cosine Similarity,N/A,1.0,N/A,
add_kernel,compiles,True,True,N/A,
constant_add_kernel,DRAM Frequency,N/A,1578171091.45,N/A,hz
constant_add_kernel,SM Frequency,N/A,1330717643.81,N/A,hz
constant_add_kernel,Elapsed Cycles,N/A,4814,N/A,cycle
constant_add_kernel,Memory Throughput,N/A,11.19,N/A,%
constant_add_kernel,DRAM Throughput,N/A,0.03,N/A,%
constant_add_kernel,Duration,N/A,3616,N/A,ns
constant_add_kernel,L1/TEX Cache Throughput,N/A,67.35,N/A,%
constant_add_kernel,L2 Cache Throughput,N/A,12.64,N/A,%
constant_add_kernel,SM Active Cycles,N/A,11.88,N/A,cycle
constant_add_kernel,Compute (SM) Throughput,N/A,0.01,N/A,%
constant_add_kernel,Block Size,N/A,128,N/A,
constant_add_kernel,Cluster Size,N/A,0,N/A,
constant_add_kernel,Grid Size,N/A,1,N/A,
constant_add_kernel,Registers Per Thread,N/A,16,N/A,register/thread
constant_add_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
constant_add_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
constant_add_kernel,Dynamic Shared Memory Per Block,N/A,0,N/A,byte/block
constant_add_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
constant_add_kernel,# SMs,N/A,132,N/A,SM
constant_add_kernel,Threads,N/A,128,N/A,thread
constant_add_kernel,Uses Green Context,N/A,0,N/A,
constant_add_kernel,Waves Per SM,N/A,0.00,N/A,
constant_add_kernel,Max Active Clusters,N/A,0,N/A,cluster
constant_add_kernel,Max Cluster Size,N/A,8,N/A,block
constant_add_kernel,Overall GPU Occupancy,N/A,0,N/A,%
constant_add_kernel,Cluster Occupancy,N/A,0,N/A,%
constant_add_kernel,Block Limit Barriers,N/A,32,N/A,block
constant_add_kernel,Block Limit SM,N/A,32,N/A,block
constant_add_kernel,Block Limit Registers,N/A,32,N/A,block
constant_add_kernel,Block Limit Shared Mem,N/A,32,N/A,block
constant_add_kernel,Block Limit Warps,N/A,16,N/A,block
constant_add_kernel,Theoretical Active Warps per SM,N/A,64,N/A,warp
constant_add_kernel,Theoretical Occupancy,N/A,100,N/A,%
constant_add_kernel,Achieved Occupancy,N/A,4.04,N/A,%
constant_add_kernel,Achieved Active Warps Per SM,N/A,2.59,N/A,warp
constant_add_kernel,Average DRAM Active Cycles,N/A,1.67,N/A,cycle
constant_add_kernel,Total DRAM Elapsed Cycles,N/A,273920,N/A,cycle
constant_add_kernel,Average L1 Active Cycles,N/A,11.88,N/A,cycle
constant_add_kernel,Total L1 Elapsed Cycles,N/A,635172,N/A,cycle
constant_add_kernel,Average L2 Active Cycles,N/A,1142.71,N/A,cycle
constant_add_kernel,Total L2 Elapsed Cycles,N/A,461664,N/A,cycle
constant_add_kernel,Average SM Active Cycles,N/A,11.88,N/A,cycle
constant_add_kernel,Total SM Elapsed Cycles,N/A,635172,N/A,cycle
constant_add_kernel,Average SMSP Active Cycles,N/A,8.04,N/A,cycle
constant_add_kernel,Total SMSP Elapsed Cycles,N/A,2540688,N/A,cycle
constant_add_kernel,Achieved of Possible Occupancy,N/A,0.0404,N/A,%
constant_add_kernel,Cosine Similarity,N/A,1.0,N/A,
constant_add_kernel,compiles,True,True,N/A,
long_sum_kernel,DRAM Frequency,N/A,1584112149.53,N/A,hz
long_sum_kernel,SM Frequency,N/A,1344042056.07,N/A,hz
long_sum_kernel,Elapsed Cycles,N/A,9207,N/A,cycle
long_sum_kernel,Memory Throughput,N/A,5.86,N/A,%
long_sum_kernel,DRAM Throughput,N/A,0.04,N/A,%
long_sum_kernel,Duration,N/A,6848,N/A,ns
long_sum_kernel,L1/TEX Cache Throughput,N/A,4.69,N/A,%
long_sum_kernel,L2 Cache Throughput,N/A,7.30,N/A,%
long_sum_kernel,SM Active Cycles,N/A,170.51,N/A,cycle
long_sum_kernel,Compute (SM) Throughput,N/A,0.06,N/A,%
long_sum_kernel,Block Size,N/A,128,N/A,
long_sum_kernel,Cluster Size,N/A,0,N/A,
long_sum_kernel,Grid Size,N/A,4,N/A,
long_sum_kernel,Registers Per Thread,N/A,20,N/A,register/thread
long_sum_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
long_sum_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
long_sum_kernel,Dynamic Shared Memory Per Block,N/A,4,N/A,byte/block
long_sum_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
long_sum_kernel,# SMs,N/A,132,N/A,SM
long_sum_kernel,Threads,N/A,512,N/A,thread
long_sum_kernel,Uses Green Context,N/A,0,N/A,
long_sum_kernel,Waves Per SM,N/A,0.00,N/A,
long_sum_kernel,Max Active Clusters,N/A,0,N/A,cluster
long_sum_kernel,Max Cluster Size,N/A,8,N/A,block
long_sum_kernel,Overall GPU Occupancy,N/A,0,N/A,%
long_sum_kernel,Cluster Occupancy,N/A,0,N/A,%
long_sum_kernel,Block Limit Barriers,N/A,32,N/A,block
long_sum_kernel,Block Limit SM,N/A,32,N/A,block
long_sum_kernel,Block Limit Registers,N/A,21,N/A,block
long_sum_kernel,Block Limit Shared Mem,N/A,28,N/A,block
long_sum_kernel,Block Limit Warps,N/A,16,N/A,block
long_sum_kernel,Theoretical Active Warps per SM,N/A,64,N/A,warp
long_sum_kernel,Theoretical Occupancy,N/A,100,N/A,%
long_sum_kernel,Achieved Occupancy,N/A,6.22,N/A,%
long_sum_kernel,Achieved Active Warps Per SM,N/A,3.98,N/A,warp
long_sum_kernel,Average DRAM Active Cycles,N/A,4.33,N/A,cycle
long_sum_kernel,Total DRAM Elapsed Cycles,N/A,520704,N/A,cycle
long_sum_kernel,Average L1 Active Cycles,N/A,170.51,N/A,cycle
long_sum_kernel,Total L1 Elapsed Cycles,N/A,1214926,N/A,cycle
long_sum_kernel,Average L2 Active Cycles,N/A,1237.64,N/A,cycle
long_sum_kernel,Total L2 Elapsed Cycles,N/A,882720,N/A,cycle
long_sum_kernel,Average SM Active Cycles,N/A,170.51,N/A,cycle
long_sum_kernel,Total SM Elapsed Cycles,N/A,1214926,N/A,cycle
long_sum_kernel,Average SMSP Active Cycles,N/A,173.70,N/A,cycle
long_sum_kernel,Total SMSP Elapsed Cycles,N/A,4859704,N/A,cycle
long_sum_kernel,Achieved of Possible Occupancy,N/A,0.0622,N/A,%
long_sum_kernel,Cosine Similarity,N/A,0.9999999403953552,N/A,
long_sum_kernel,compiles,True,True,N/A,
outer_matmul_bwd_kernel,DRAM Frequency,N/A,1567430025.45,N/A,hz
outer_matmul_bwd_kernel,SM Frequency,N/A,1337875715.65,N/A,hz
outer_matmul_bwd_kernel,Elapsed Cycles,N/A,5612,N/A,cycle
outer_matmul_bwd_kernel,Memory Throughput,N/A,10.13,N/A,%
outer_matmul_bwd_kernel,DRAM Throughput,N/A,0.77,N/A,%
outer_matmul_bwd_kernel,Duration,N/A,4192,N/A,ns
outer_matmul_bwd_kernel,L1/TEX Cache Throughput,N/A,10.27,N/A,%
outer_matmul_bwd_kernel,L2 Cache Throughput,N/A,12.04,N/A,%
outer_matmul_bwd_kernel,SM Active Cycles,N/A,192.81,N/A,cycle
outer_matmul_bwd_kernel,Compute (SM) Throughput,N/A,0.26,N/A,%
outer_matmul_bwd_kernel,Block Size,N/A,128,N/A,
outer_matmul_bwd_kernel,Cluster Size,N/A,0,N/A,
outer_matmul_bwd_kernel,Grid Size,N/A,12,N/A,
outer_matmul_bwd_kernel,Registers Per Thread,N/A,40,N/A,register/thread
outer_matmul_bwd_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
outer_matmul_bwd_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
outer_matmul_bwd_kernel,Dynamic Shared Memory Per Block,N/A,0,N/A,byte/block
outer_matmul_bwd_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
outer_matmul_bwd_kernel,# SMs,N/A,132,N/A,SM
outer_matmul_bwd_kernel,Threads,N/A,1536,N/A,thread
outer_matmul_bwd_kernel,Uses Green Context,N/A,0,N/A,
outer_matmul_bwd_kernel,Waves Per SM,N/A,0.01,N/A,
outer_matmul_bwd_kernel,Max Active Clusters,N/A,0,N/A,cluster
outer_matmul_bwd_kernel,Max Cluster Size,N/A,8,N/A,block
outer_matmul_bwd_kernel,Overall GPU Occupancy,N/A,0,N/A,%
outer_matmul_bwd_kernel,Cluster Occupancy,N/A,0,N/A,%
outer_matmul_bwd_kernel,Block Limit Barriers,N/A,32,N/A,block
outer_matmul_bwd_kernel,Block Limit SM,N/A,32,N/A,block
outer_matmul_bwd_kernel,Block Limit Registers,N/A,12,N/A,block
outer_matmul_bwd_kernel,Block Limit Shared Mem,N/A,32,N/A,block
outer_matmul_bwd_kernel,Block Limit Warps,N/A,16,N/A,block
outer_matmul_bwd_kernel,Theoretical Active Warps per SM,N/A,48,N/A,warp
outer_matmul_bwd_kernel,Theoretical Occupancy,N/A,75,N/A,%
outer_matmul_bwd_kernel,Achieved Occupancy,N/A,6.01,N/A,%
outer_matmul_bwd_kernel,Achieved Active Warps Per SM,N/A,3.84,N/A,warp
outer_matmul_bwd_kernel,Average DRAM Active Cycles,N/A,50.50,N/A,cycle
outer_matmul_bwd_kernel,Total DRAM Elapsed Cycles,N/A,315392,N/A,cycle
outer_matmul_bwd_kernel,Average L1 Active Cycles,N/A,192.81,N/A,cycle
outer_matmul_bwd_kernel,Total L1 Elapsed Cycles,N/A,740310,N/A,cycle
outer_matmul_bwd_kernel,Average L2 Active Cycles,N/A,1990.72,N/A,cycle
outer_matmul_bwd_kernel,Total L2 Elapsed Cycles,N/A,536736,N/A,cycle
outer_matmul_bwd_kernel,Average SM Active Cycles,N/A,192.81,N/A,cycle
outer_matmul_bwd_kernel,Total SM Elapsed Cycles,N/A,740310,N/A,cycle
outer_matmul_bwd_kernel,Average SMSP Active Cycles,N/A,188.53,N/A,cycle
outer_matmul_bwd_kernel,Total SMSP Elapsed Cycles,N/A,2961240,N/A,cycle
outer_matmul_bwd_kernel,Achieved of Possible Occupancy,N/A,0.08013333333333333,N/A,%
outer_matmul_bwd_kernel,Cosine Similarity,N/A,N/A,N/A,
outer_matmul_bwd_kernel,compiles,True,True,N/A,
outer_matmul_kernel,DRAM Frequency,N/A,1591445427.73,N/A,hz
outer_matmul_kernel,SM Frequency,N/A,1344337665.93,N/A,hz
outer_matmul_kernel,Elapsed Cycles,N/A,4867,N/A,cycle
outer_matmul_kernel,Memory Throughput,N/A,11.44,N/A,%
outer_matmul_kernel,DRAM Throughput,N/A,0.06,N/A,%
outer_matmul_kernel,Duration,N/A,3616,N/A,ns
outer_matmul_kernel,L1/TEX Cache Throughput,N/A,10.43,N/A,%
outer_matmul_kernel,L2 Cache Throughput,N/A,12.94,N/A,%
outer_matmul_kernel,SM Active Cycles,N/A,142.77,N/A,cycle
outer_matmul_kernel,Compute (SM) Throughput,N/A,0.19,N/A,%
outer_matmul_kernel,Block Size,N/A,128,N/A,
outer_matmul_kernel,Cluster Size,N/A,0,N/A,
outer_matmul_kernel,Grid Size,N/A,12,N/A,
outer_matmul_kernel,Registers Per Thread,N/A,32,N/A,register/thread
outer_matmul_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
outer_matmul_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
outer_matmul_kernel,Dynamic Shared Memory Per Block,N/A,0,N/A,byte/block
outer_matmul_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
outer_matmul_kernel,# SMs,N/A,132,N/A,SM
outer_matmul_kernel,Threads,N/A,1536,N/A,thread
outer_matmul_kernel,Uses Green Context,N/A,0,N/A,
outer_matmul_kernel,Waves Per SM,N/A,0.01,N/A,
outer_matmul_kernel,Max Active Clusters,N/A,0,N/A,cluster
outer_matmul_kernel,Max Cluster Size,N/A,8,N/A,block
outer_matmul_kernel,Overall GPU Occupancy,N/A,0,N/A,%
outer_matmul_kernel,Cluster Occupancy,N/A,0,N/A,%
outer_matmul_kernel,Block Limit Barriers,N/A,32,N/A,block
outer_matmul_kernel,Block Limit SM,N/A,32,N/A,block
outer_matmul_kernel,Block Limit Registers,N/A,16,N/A,block
outer_matmul_kernel,Block Limit Shared Mem,N/A,32,N/A,block
outer_matmul_kernel,Block Limit Warps,N/A,16,N/A,block
outer_matmul_kernel,Theoretical Active Warps per SM,N/A,64,N/A,warp
outer_matmul_kernel,Theoretical Occupancy,N/A,100,N/A,%
outer_matmul_kernel,Achieved Occupancy,N/A,6.22,N/A,%
outer_matmul_kernel,Achieved Active Warps Per SM,N/A,3.98,N/A,warp
outer_matmul_kernel,Average DRAM Active Cycles,N/A,3.17,N/A,cycle
outer_matmul_kernel,Total DRAM Elapsed Cycles,N/A,276224,N/A,cycle
outer_matmul_kernel,Average L1 Active Cycles,N/A,142.77,N/A,cycle
outer_matmul_kernel,Total L1 Elapsed Cycles,N/A,641668,N/A,cycle
outer_matmul_kernel,Average L2 Active Cycles,N/A,1445.02,N/A,cycle
outer_matmul_kernel,Total L2 Elapsed Cycles,N/A,465216,N/A,cycle
outer_matmul_kernel,Average SM Active Cycles,N/A,142.77,N/A,cycle
outer_matmul_kernel,Total SM Elapsed Cycles,N/A,641668,N/A,cycle
