kernel_name,Metric Name,AI generated Metric Value,Reference Metric Value,Difference,Metric Unit
add_kernel,Dynamic Shared Memory Per Block,N/A,0,N/A,byte/block
add_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
add_kernel,# SMs,N/A,132,N/A,SM
add_kernel,Threads,N/A,12416,N/A,thread
add_kernel,Uses Green Context,N/A,0,N/A,
add_kernel,Waves Per SM,N/A,0.05,N/A,
add_kernel,Max Active Clusters,N/A,0,N/A,cluster
add_kernel,Max Cluster Size,N/A,8,N/A,block
add_kernel,Overall GPU Occupancy,N/A,0,N/A,%
add_kernel,Cluster Occupancy,N/A,0,N/A,%
add_kernel,Block Limit Barriers,N/A,32,N/A,block
add_kernel,Block Limit SM,N/A,32,N/A,block
add_kernel,Block Limit Registers,N/A,16,N/A,block
add_kernel,Block Limit Shared Mem,N/A,32,N/A,block
add_kernel,Block Limit Warps,N/A,16,N/A,block
add_kernel,Theoretical Active Warps per SM,N/A,64,N/A,warp
add_kernel,Theoretical Occupancy,N/A,100,N/A,%
add_kernel,Achieved Occupancy,N/A,6.05,N/A,%
add_kernel,Achieved Active Warps Per SM,N/A,3.87,N/A,warp
add_kernel,Average DRAM Active Cycles,N/A,514.83,N/A,cycle
add_kernel,Total DRAM Elapsed Cycles,N/A,298880,N/A,cycle
add_kernel,Average L1 Active Cycles,N/A,1616.36,N/A,cycle
add_kernel,Total L1 Elapsed Cycles,N/A,699246,N/A,cycle
add_kernel,Average L2 Active Cycles,N/A,2510.44,N/A,cycle
add_kernel,Total L2 Elapsed Cycles,N/A,507744,N/A,cycle
add_kernel,Average SM Active Cycles,N/A,1616.36,N/A,cycle
add_kernel,Total SM Elapsed Cycles,N/A,699246,N/A,cycle
add_kernel,Average SMSP Active Cycles,N/A,1284.92,N/A,cycle
add_kernel,Total SMSP Elapsed Cycles,N/A,2796984,N/A,cycle
add_kernel,Achieved of Possible Occupancy,N/A,0.0605,N/A,%
add_kernel,Cosine Similarity,N/A,1.0,N/A,
add_kernel,compiles,True,True,N/A,
constant_add_kernel,DRAM Frequency,N/A,1585545722.71,N/A,hz
constant_add_kernel,SM Frequency,N/A,1333690542.04,N/A,hz
constant_add_kernel,Elapsed Cycles,N/A,4826,N/A,cycle
constant_add_kernel,Memory Throughput,N/A,11.29,N/A,%
constant_add_kernel,DRAM Throughput,N/A,0.03,N/A,%
constant_add_kernel,Duration,N/A,3616,N/A,ns
constant_add_kernel,L1/TEX Cache Throughput,N/A,66.67,N/A,%
constant_add_kernel,L2 Cache Throughput,N/A,12.68,N/A,%
constant_add_kernel,SM Active Cycles,N/A,12,N/A,cycle
constant_add_kernel,Compute (SM) Throughput,N/A,0.01,N/A,%
constant_add_kernel,Block Size,N/A,128,N/A,
constant_add_kernel,Cluster Size,N/A,0,N/A,
constant_add_kernel,Grid Size,N/A,1,N/A,
constant_add_kernel,Registers Per Thread,N/A,16,N/A,register/thread
constant_add_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
constant_add_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
constant_add_kernel,Dynamic Shared Memory Per Block,N/A,0,N/A,byte/block
constant_add_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
constant_add_kernel,# SMs,N/A,132,N/A,SM
constant_add_kernel,Threads,N/A,128,N/A,thread
constant_add_kernel,Uses Green Context,N/A,0,N/A,
constant_add_kernel,Waves Per SM,N/A,0.00,N/A,
constant_add_kernel,Max Active Clusters,N/A,0,N/A,cluster
constant_add_kernel,Max Cluster Size,N/A,8,N/A,block
constant_add_kernel,Overall GPU Occupancy,N/A,0,N/A,%
constant_add_kernel,Cluster Occupancy,N/A,0,N/A,%
constant_add_kernel,Block Limit Barriers,N/A,32,N/A,block
constant_add_kernel,Block Limit SM,N/A,32,N/A,block
constant_add_kernel,Block Limit Registers,N/A,32,N/A,block
constant_add_kernel,Block Limit Shared Mem,N/A,32,N/A,block
constant_add_kernel,Block Limit Warps,N/A,16,N/A,block
constant_add_kernel,Theoretical Active Warps per SM,N/A,64,N/A,warp
constant_add_kernel,Theoretical Occupancy,N/A,100,N/A,%
constant_add_kernel,Achieved Occupancy,N/A,4.09,N/A,%
constant_add_kernel,Achieved Active Warps Per SM,N/A,2.61,N/A,warp
constant_add_kernel,Average DRAM Active Cycles,N/A,1.83,N/A,cycle
constant_add_kernel,Total DRAM Elapsed Cycles,N/A,275200,N/A,cycle
constant_add_kernel,Average L1 Active Cycles,N/A,12,N/A,cycle
constant_add_kernel,Total L1 Elapsed Cycles,N/A,636584,N/A,cycle
constant_add_kernel,Average L2 Active Cycles,N/A,1179.80,N/A,cycle
constant_add_kernel,Total L2 Elapsed Cycles,N/A,461184,N/A,cycle
constant_add_kernel,Average SM Active Cycles,N/A,12,N/A,cycle
constant_add_kernel,Total SM Elapsed Cycles,N/A,636584,N/A,cycle
constant_add_kernel,Average SMSP Active Cycles,N/A,7.96,N/A,cycle
constant_add_kernel,Total SMSP Elapsed Cycles,N/A,2546336,N/A,cycle
constant_add_kernel,Achieved of Possible Occupancy,N/A,0.0409,N/A,%
constant_add_kernel,Cosine Similarity,N/A,1.0,N/A,
constant_add_kernel,compiles,True,True,N/A,
long_sum_kernel,DRAM Frequency,N/A,1587227414.33,N/A,hz
long_sum_kernel,SM Frequency,N/A,1340482622.66,N/A,hz
long_sum_kernel,Elapsed Cycles,N/A,9184,N/A,cycle
long_sum_kernel,Memory Throughput,N/A,5.92,N/A,%
long_sum_kernel,DRAM Throughput,N/A,0.04,N/A,%
long_sum_kernel,Duration,N/A,6848,N/A,ns
long_sum_kernel,L1/TEX Cache Throughput,N/A,4.73,N/A,%
long_sum_kernel,L2 Cache Throughput,N/A,6.63,N/A,%
long_sum_kernel,SM Active Cycles,N/A,169.11,N/A,cycle
long_sum_kernel,Compute (SM) Throughput,N/A,0.06,N/A,%
long_sum_kernel,Block Size,N/A,128,N/A,
long_sum_kernel,Cluster Size,N/A,0,N/A,
long_sum_kernel,Grid Size,N/A,4,N/A,
long_sum_kernel,Registers Per Thread,N/A,20,N/A,register/thread
long_sum_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
long_sum_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
long_sum_kernel,Dynamic Shared Memory Per Block,N/A,4,N/A,byte/block
long_sum_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
long_sum_kernel,# SMs,N/A,132,N/A,SM
long_sum_kernel,Threads,N/A,512,N/A,thread
long_sum_kernel,Uses Green Context,N/A,0,N/A,
long_sum_kernel,Waves Per SM,N/A,0.00,N/A,
long_sum_kernel,Max Active Clusters,N/A,0,N/A,cluster
long_sum_kernel,Max Cluster Size,N/A,8,N/A,block
long_sum_kernel,Overall GPU Occupancy,N/A,0,N/A,%
long_sum_kernel,Cluster Occupancy,N/A,0,N/A,%
long_sum_kernel,Block Limit Barriers,N/A,32,N/A,block
long_sum_kernel,Block Limit SM,N/A,32,N/A,block
long_sum_kernel,Block Limit Registers,N/A,21,N/A,block
long_sum_kernel,Block Limit Shared Mem,N/A,28,N/A,block
long_sum_kernel,Block Limit Warps,N/A,16,N/A,block
long_sum_kernel,Theoretical Active Warps per SM,N/A,64,N/A,warp
long_sum_kernel,Theoretical Occupancy,N/A,100,N/A,%
long_sum_kernel,Achieved Occupancy,N/A,6.22,N/A,%
long_sum_kernel,Achieved Active Warps Per SM,N/A,3.98,N/A,warp
long_sum_kernel,Average DRAM Active Cycles,N/A,4.33,N/A,cycle
long_sum_kernel,Total DRAM Elapsed Cycles,N/A,521728,N/A,cycle
long_sum_kernel,Average L1 Active Cycles,N/A,169.11,N/A,cycle
long_sum_kernel,Total L1 Elapsed Cycles,N/A,1211722,N/A,cycle
long_sum_kernel,Average L2 Active Cycles,N/A,1286.85,N/A,cycle
long_sum_kernel,Total L2 Elapsed Cycles,N/A,880512,N/A,cycle
long_sum_kernel,Average SM Active Cycles,N/A,169.11,N/A,cycle
long_sum_kernel,Total SM Elapsed Cycles,N/A,1211722,N/A,cycle
long_sum_kernel,Average SMSP Active Cycles,N/A,166.65,N/A,cycle
long_sum_kernel,Total SMSP Elapsed Cycles,N/A,4846888,N/A,cycle
long_sum_kernel,Achieved of Possible Occupancy,N/A,0.0622,N/A,%
long_sum_kernel,Cosine Similarity,N/A,0.9999999403953552,N/A,
long_sum_kernel,compiles,True,True,N/A,
outer_matmul_bwd_kernel,DRAM Frequency,N/A,1567430025.45,N/A,hz
outer_matmul_bwd_kernel,SM Frequency,N/A,1338710639.31,N/A,hz
outer_matmul_bwd_kernel,Elapsed Cycles,N/A,5616,N/A,cycle
outer_matmul_bwd_kernel,Memory Throughput,N/A,10.15,N/A,%
outer_matmul_bwd_kernel,DRAM Throughput,N/A,0.77,N/A,%
outer_matmul_bwd_kernel,Duration,N/A,4192,N/A,ns
outer_matmul_bwd_kernel,L1/TEX Cache Throughput,N/A,9.98,N/A,%
outer_matmul_bwd_kernel,L2 Cache Throughput,N/A,12.05,N/A,%
outer_matmul_bwd_kernel,SM Active Cycles,N/A,198.52,N/A,cycle
outer_matmul_bwd_kernel,Compute (SM) Throughput,N/A,0.26,N/A,%
outer_matmul_bwd_kernel,Block Size,N/A,128,N/A,
outer_matmul_bwd_kernel,Cluster Size,N/A,0,N/A,
outer_matmul_bwd_kernel,Grid Size,N/A,12,N/A,
outer_matmul_bwd_kernel,Registers Per Thread,N/A,40,N/A,register/thread
outer_matmul_bwd_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
outer_matmul_bwd_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
outer_matmul_bwd_kernel,Dynamic Shared Memory Per Block,N/A,0,N/A,byte/block
outer_matmul_bwd_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
outer_matmul_bwd_kernel,# SMs,N/A,132,N/A,SM
outer_matmul_bwd_kernel,Threads,N/A,1536,N/A,thread
outer_matmul_bwd_kernel,Uses Green Context,N/A,0,N/A,
outer_matmul_bwd_kernel,Waves Per SM,N/A,0.01,N/A,
outer_matmul_bwd_kernel,Max Active Clusters,N/A,0,N/A,cluster
outer_matmul_bwd_kernel,Max Cluster Size,N/A,8,N/A,block
outer_matmul_bwd_kernel,Overall GPU Occupancy,N/A,0,N/A,%
outer_matmul_bwd_kernel,Cluster Occupancy,N/A,0,N/A,%
outer_matmul_bwd_kernel,Block Limit Barriers,N/A,32,N/A,block
outer_matmul_bwd_kernel,Block Limit SM,N/A,32,N/A,block
outer_matmul_bwd_kernel,Block Limit Registers,N/A,12,N/A,block
outer_matmul_bwd_kernel,Block Limit Shared Mem,N/A,32,N/A,block
outer_matmul_bwd_kernel,Block Limit Warps,N/A,16,N/A,block
outer_matmul_bwd_kernel,Theoretical Active Warps per SM,N/A,48,N/A,warp
outer_matmul_bwd_kernel,Theoretical Occupancy,N/A,75,N/A,%
outer_matmul_bwd_kernel,Achieved Occupancy,N/A,5.99,N/A,%
outer_matmul_bwd_kernel,Achieved Active Warps Per SM,N/A,3.83,N/A,warp
outer_matmul_bwd_kernel,Average DRAM Active Cycles,N/A,50.50,N/A,cycle
outer_matmul_bwd_kernel,Total DRAM Elapsed Cycles,N/A,315392,N/A,cycle
outer_matmul_bwd_kernel,Average L1 Active Cycles,N/A,198.52,N/A,cycle
outer_matmul_bwd_kernel,Total L1 Elapsed Cycles,N/A,740776,N/A,cycle
outer_matmul_bwd_kernel,Average L2 Active Cycles,N/A,2088.14,N/A,cycle
outer_matmul_bwd_kernel,Total L2 Elapsed Cycles,N/A,537120,N/A,cycle
outer_matmul_bwd_kernel,Average SM Active Cycles,N/A,198.52,N/A,cycle
outer_matmul_bwd_kernel,Total SM Elapsed Cycles,N/A,740776,N/A,cycle
outer_matmul_bwd_kernel,Average SMSP Active Cycles,N/A,213.21,N/A,cycle
outer_matmul_bwd_kernel,Total SMSP Elapsed Cycles,N/A,2963104,N/A,cycle
outer_matmul_bwd_kernel,Achieved of Possible Occupancy,N/A,0.07986666666666667,N/A,%
outer_matmul_bwd_kernel,Cosine Similarity,N/A,N/A,N/A,
outer_matmul_bwd_kernel,compiles,True,True,N/A,
outer_matmul_kernel,DRAM Frequency,N/A,1578947368.42,N/A,hz
outer_matmul_kernel,SM Frequency,N/A,1339226973.68,N/A,hz
outer_matmul_kernel,Elapsed Cycles,N/A,4889,N/A,cycle
outer_matmul_kernel,Memory Throughput,N/A,11.33,N/A,%
outer_matmul_kernel,DRAM Throughput,N/A,0.05,N/A,%
outer_matmul_kernel,Duration,N/A,3648,N/A,ns
outer_matmul_kernel,L1/TEX Cache Throughput,N/A,9.47,N/A,%
outer_matmul_kernel,L2 Cache Throughput,N/A,12.80,N/A,%
outer_matmul_kernel,SM Active Cycles,N/A,157.13,N/A,cycle
outer_matmul_kernel,Compute (SM) Throughput,N/A,0.19,N/A,%
outer_matmul_kernel,Block Size,N/A,128,N/A,
outer_matmul_kernel,Cluster Size,N/A,0,N/A,
outer_matmul_kernel,Grid Size,N/A,12,N/A,
outer_matmul_kernel,Registers Per Thread,N/A,32,N/A,register/thread
outer_matmul_kernel,Shared Memory Configuration Size,N/A,32768,N/A,byte
outer_matmul_kernel,Driver Shared Memory Per Block,N/A,1024,N/A,byte/block
outer_matmul_kernel,Dynamic Shared Memory Per Block,N/A,0,N/A,byte/block
outer_matmul_kernel,Static Shared Memory Per Block,N/A,0,N/A,byte/block
outer_matmul_kernel,# SMs,N/A,132,N/A,SM
outer_matmul_kernel,Threads,N/A,1536,N/A,thread
outer_matmul_kernel,Uses Green Context,N/A,0,N/A,
outer_matmul_kernel,Waves Per SM,N/A,0.01,N/A,
outer_matmul_kernel,Max Active Clusters,N/A,0,N/A,cluster
outer_matmul_kernel,Max Cluster Size,N/A,8,N/A,block
outer_matmul_kernel,Overall GPU Occupancy,N/A,0,N/A,%
outer_matmul_kernel,Cluster Occupancy,N/A,0,N/A,%
outer_matmul_kernel,Block Limit Barriers,N/A,32,N/A,block
outer_matmul_kernel,Block Limit SM,N/A,32,N/A,block
outer_matmul_kernel,Block Limit Registers,N/A,16,N/A,block
outer_matmul_kernel,Block Limit Shared Mem,N/A,32,N/A,block
outer_matmul_kernel,Block Limit Warps,N/A,16,N/A,block
outer_matmul_kernel,Theoretical Active Warps per SM,N/A,64,N/A,warp
outer_matmul_kernel,Theoretical Occupancy,N/A,100,N/A,%
outer_matmul_kernel,Achieved Occupancy,N/A,6.22,N/A,%
outer_matmul_kernel,Achieved Active Warps Per SM,N/A,3.98,N/A,warp
outer_matmul_kernel,Average DRAM Active Cycles,N/A,3,N/A,cycle
outer_matmul_kernel,Total DRAM Elapsed Cycles,N/A,276480,N/A,cycle
outer_matmul_kernel,Average L1 Active Cycles,N/A,157.13,N/A,cycle
outer_matmul_kernel,Total L1 Elapsed Cycles,N/A,644886,N/A,cycle
outer_matmul_kernel,Average L2 Active Cycles,N/A,1389.96,N/A,cycle
outer_matmul_kernel,Total L2 Elapsed Cycles,N/A,467232,N/A,cycle
outer_matmul_kernel,Average SM Active Cycles,N/A,157.13,N/A,cycle
outer_matmul_kernel,Total SM Elapsed Cycles,N/A,644886,N/A,cycle
